"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","SCHOOL NAME","SCHOOL SCORE","SCHOOL DISTANCE","DRIVE DISTANCE(KM)","DRIVE DURATION(MIN)","IS SENIOR"
"MLS Listing","","Condo/Co-op","7216 Via Amparo","SAN JOSE","CA","95135","524000","2","2.0","SAN JOSE","1386","1914","1980","15","378","694","Active","","","http://www.redfin.com/CA/San-Jose/7216-Via-Amparo-95135/home/865351","MLSListings","ML81673571","N","Y","37.291565","-121.748473","Laurelwood Elementary School","7","1.9","26.4","25","Y"
"MLS Listing","","Single Family Residential","487 Menker Ave","SAN JOSE","CA","95128","749950","3","1.0","SAN JOSE","1288","5628","1925","15","582","","Active","","","http://www.redfin.com/CA/San-Jose/487-Menker-Ave-95128/home/549519","MLSListings","ML81673549","N","Y","37.3200342","-121.9218603","Merritt Trace Elementary School","5","0.7","16.6","14","N"
"MLS Listing","","Single Family Residential","3819 Masters Ct","SAN JOSE","CA","95111","805000","4","3.0","SAN JOSE","1890","8844","1980","15","426","","Active","August-27-2017 01:00 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/3819-Masters-Ct-95111/home/1296985","MLSListings","ML81673505","N","Y","37.286494","-121.8254733","G. W. Hellyer Elementary School","8","0.3","21.6","19","N"
"MLS Listing","","Single Family Residential","665 S 10th St","SAN JOSE","CA","95112","799000","3","2.0","SAN JOSE","1294","5520","1900","16","617","","Active","","","http://www.redfin.com/CA/San-Jose/665-S-10th-St-95112/home/874560","MLSListings","ML81673394","N","Y","37.330474","-121.873862","Lowell Elementary School","3","0.2","13.9","12","N"
"MLS Listing","","Condo/Co-op","892 La Barbera Dr","SAN JOSE","CA","95126","599800","2","2.0","SAN JOSE","987","1012","1985","16","608","290","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/892-La-Barbera-Dr-95126/home/730676","MLSListings","ML81673364","N","Y","37.308746","-121.919077","Blackford Elementary School","4","0.7","15.0","13","N"
"MLS Listing","","Single Family Residential","495 Latona Ct","SAN JOSE","CA","95111","898800","4","2.5","SAN JOSE","2000","6000","1980","16","449","","Active","","","http://www.redfin.com/CA/San-Jose/495-Latona-Ct-95111/home/975526","MLSListings","ML81672304","N","Y","37.2690392","-121.7979658","Santa Teresa Elementary School","9","2.4","26.1","20","N"
"MLS Listing","","Condo/Co-op","1501 Bond St","MILPITAS","CA","95035","799000","2","2.5","MILPITAS","1300","1033","2014","16","615","222","Active","","","http://www.redfin.com/CA/Milpitas/1501-Bond-St-95035/home/95955175","MLSListings","ML81673334","N","Y","37.4098496","-121.8983692","Alexander Rose Elementary School","8","2.0","9.9","16","N"
"MLS Listing","","Single Family Residential","1032 Branham Ln","SAN JOSE","CA","95136","849000","4","2.0","SAN JOSE","1705","6510","1965","16","498","","Active","","","http://www.redfin.com/CA/San-Jose/1032-Branham-Ln-95136/home/1338824","MLSListings","ML81673329","N","Y","37.2637889","-121.8725611","Terrell Elementary School","6","0.5","20.7","19","N"
"New Construction Plan","","Single Family Residential","Residence 1","Gilroy","CA","95020","898880","4","3.5","Mataro at Glen Loma Ranch","3294","","","","273","","Active","","","http://www.redfin.com/CA/Gilroy/Mataro-at-Glen-Loma-Ranch/Residence-1/home/143068518","NewHomeSource.com","Plan-21267710","N","Y","36.990611","-121.582333","Las Animas Elementary School","7","0.1","65.5","42","N"
"MLS Listing","","Townhouse","1225 Mente Linda Loop","MILPITAS","CA","95035","815000","2","2.0","MILPITAS","1371","435","2007","17","594","230","Active","","","http://www.redfin.com/CA/Milpitas/1225-Mente-Linda-Loop-95035/home/17291685","MLSListings","ML81673278","N","Y","37.422871","-121.908197","Pearl Zanker Elementary School","8","1.1","14.5","16","N"
"MLS Listing","","Single Family Residential","95 Paseo Madre Ct","MORGAN HILL","CA","95037","875000","4","3.0","MORGAN HILL","2222","4644","2017","17","394","","Active","August-26-2017 01:30 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/MORGAN-HILL/95-PASEO-MADRE-CT-95037/home/143043974","MLSListings","ML81673266","N","Y","37.1305012","-121.6543901","","","","45.2","32","N"
"MLS Listing","","Single Family Residential","109 Decker Way","SAN JOSE","CA","95127","675000","3","1.0","SAN JOSE","1235","6768","1953","17","547","","Active","","","http://www.redfin.com/CA/San-Jose/109-Decker-Way-95127/home/1298580","MLSListings","ML81673264","N","Y","37.3745149","-121.8252545","Linda Vista Elementary School","5","0.3","19.0","19","N"
"MLS Listing","","Townhouse","1051 Villa Maria Ct","SAN JOSE","CA","95125","779888","2","2.5","SAN JOSE","1353","1300","1982","17","576","500","Active","August-26-2017 01:30 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/1051-Villa-Maria-Ct-95125/home/844451","MLSListings","ML81672398","N","Y","37.313203","-121.890109","Willow Glen Elementary School","8","0.8","14.3","13","N"
"MLS Listing","","Single Family Residential","9534 Rodeo Dr","GILROY","CA","95020","779950","3","2.0","GILROY","2221","5500","2012","18","351","","Active","","","http://www.redfin.com/CA/Gilroy/9534-Rodeo-Dr-95020/home/52671818","MLSListings","ML81673133","N","Y","37.0310978","-121.6001652","Luigi Aprea Elementary School","8","0.5","59.0","39","N"
"MLS Listing","","Condo/Co-op","2785 S Bascom Ave #28","CAMPBELL","CA","95008","685000","3","2.5","CAMPBELL","1262","740","1984","18","543","360","Active","","","http://www.redfin.com/CA/Campbell/2785-S-Bascom-Ave-95008/unit-28/home/1741101","MLSListings","ML81673107","N","Y","37.2712276","-121.9375636","Farnham Charter School","8","0.8","13.5","20","N"
"MLS Listing","","Townhouse","17987 Madrid Ln","MORGAN HILL","CA","95037","667187","3","3.0","MORGAN HILL","1817","1171","2017","18","367","293","Active","","","http://www.redfin.com/CA/MORGAN-HILL/17987-Madrid-Ln-95037/home/143149295","MLSListings","ML81673079","N","Y","37.1305012","-121.6543901","","","","45.2","32","N"
"MLS Listing","","Condo/Co-op","6946 Gregorich Dr Unit B","San Jose","CA","95138","610000","2","2.5","Santa Clara County","1093","436","1992","18","558","305","Active","","","http://www.redfin.com/CA/San-Jose/6946-Gregorich-Dr-95138/unit-B/home/1361834","BAREIS","21718562","N","Y","37.2365497","-121.7663558","Los Paseos Elementary School","7","0.6","28.8","22","N"
"MLS Listing","","Single Family Residential","9098 Spencer Ct","GILROY","CA","95020","709900","4","2.5","GILROY","1735","7405","1994","19","409","","Active","","","http://www.redfin.com/CA/Gilroy/9098-Spencer-Ct-95020/home/1021514","MLSListings","ML81672987","N","Y","37.0243952","-121.5900399","Antonio Del Buono Elementary School","5","0.5","59.5","40","N"
"MLS Listing","","Single Family Residential","1152 Pipe Dream Ct","SAN JOSE","CA","95122","649000","3","2.5","SAN JOSE","1316","3484","1994","19","493","","Active","","","http://www.redfin.com/CA/San-Jose/1152-Pipe-Dream-Ct-95122/home/1646992","MLSListings","ML81672964","N","Y","37.331487","-121.8517424","Santee Elementary School","4","0.3","15.1","14","N"
"MLS Listing","","Condo/Co-op","131 La Crosse Dr","MORGAN HILL","CA","95037","499950","2","2.0","MORGAN HILL","1008","435","1984","21","496","375","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/Morgan-Hill/131-La-Crosse-Dr-95037/home/706222","MLSListings","ML81672764","N","Y","37.110563","-121.645166","Paradise Valley/machado Elementary School","9","0.3","48.4","34","N"
"MLS Listing","","Townhouse","6536 Cobblestone Ct","SAN JOSE","CA","95120","789000","2","2.0","SAN JOSE","1124","2280","1973","21","702","360","Active","","","http://www.redfin.com/CA/San-Jose/6536-Cobblestone-Ct-95120/home/931917","MLSListings","ML81672172","Y","Y","37.218201","-121.861707","Williams Elementary School","10","0.9","26.6","24","N"
"MLS Listing","","Townhouse","657 N Capitol Ave","SAN JOSE","CA","95133","739000","2","2.5","SAN JOSE","1504","1180","2005","22","491","177","Active","","","http://www.redfin.com/CA/San-Jose/657-N-Capitol-Ave-95133/home/2123564","MLSListings","ML81672640","N","Y","37.3760244","-121.8493479","Summerdale Elementary School","7","1.0","18.7","17","N"
"MLS Listing","","Townhouse","5379 Deodara Grove Ct","SAN JOSE","CA","95123","558500","3","1.5","SAN JOSE","1156","880","1970","22","483","335","Active","","","http://www.redfin.com/CA/San-Jose/5379-Deodara-Grove-Ct-95123/home/1444161","MLSListings","ML81672613","N","Y","37.256936","-121.82028","Miner (george) Elementary School","3","0.5","24.6","21","N"
"New Construction Plan","","Single Family Residential","The Biltmore","Gilroy","CA","95020","873990","4","3.5","Heartland Gardens","2541","","","","344","","Active","","","http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Biltmore/home/143081476","NewHomeSource.com","Plan-11416228","N","Y","37.01039","-121.62259","Las Animas Elementary School","7","2.7","62.6","43","N"
"New Construction Plan","","Single Family Residential","The Bishop","Gilroy","CA","95020","750990","3","2.5","Heartland Gardens","2272","","","","331","","Active","","","http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Bishop/home/143081475","NewHomeSource.com","Plan-11416229","N","Y","37.01039","-121.62259","Las Animas Elementary School","7","2.7","62.6","43","N"
"New Construction Plan","","Single Family Residential","The Carpenter","Gilroy","CA","95020","794990","4","3.0","Heartland Gardens","2507","","","","317","","Active","","","http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Carpenter/home/143081473","NewHomeSource.com","Plan-11416231","N","Y","37.01039","-121.62259","Las Animas Elementary School","7","2.7","62.6","43","N"
"New Construction Plan","","Single Family Residential","The Paine","Gilroy","CA","95020","883990","4","3.5","Heartland Gardens","2648","","","","334","","Active","","","http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Paine/home/143081471","NewHomeSource.com","Plan-11416233","N","Y","37.01039","-121.62259","Las Animas Elementary School","7","2.7","62.6","43","N"
"New Construction Plan","","Single Family Residential","The Reynolds","Gilroy","CA","95020","764990","4","3.0","Heartland Gardens","2382","","","","321","","Active","","","http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Reynolds/home/143081470","NewHomeSource.com","Plan-11416234","N","Y","37.01039","-121.62259","Las Animas Elementary School","7","2.7","62.6","43","N"
"New Construction Plan","","Single Family Residential","The Wayne","Gilroy","CA","95020","725990","3","2.5","Heartland Gardens","2008","","","","362","","Active","","","http://www.redfin.com/CA/Gilroy/Heartland-Gardens/The-Wayne/home/143081469","NewHomeSource.com","Plan-11416235","N","Y","37.01039","-121.62259","Las Animas Elementary School","7","2.7","62.6","43","N"
"New Construction Plan","","Single Family Residential","Residence 2","Gilroy","CA","95020","892880","4","4.5","Mataro at Glen Loma Ranch","3539","","","","252","","Active","","","http://www.redfin.com/CA/Gilroy/Mataro-at-Glen-Loma-Ranch/Residence-2/home/143068519","NewHomeSource.com","Plan-21267705","N","Y","36.990611","-121.582333","Las Animas Elementary School","7","0.1","65.5","42","N"
"MLS Listing","","Townhouse","6089 Calle De Amor","SAN JOSE","CA","95124","799950","2","2.5","SAN JOSE","1490","2300","1977","23","537","400","Active","","","http://www.redfin.com/CA/San-Jose/6089-Calle-De-Amor-95124/home/1582937","MLSListings","ML81672476","Y","Y","37.228719","-121.906212","Guadalupe Elementary School","10","0.5","27.4","23","N"
"MLS Listing","","Single Family Residential","7010 Holsclaw Rd Unit A","GILROY","CA","95020","785000","4","2.0","GILROY","1806","34848","1962","23","435","","Active","","","http://www.redfin.com/CA/Gilroy/7010-Holsclaw-Rd-95020/unit-A/home/686530","MLSListings","ML81672464","N","Y","37.0094554","-121.5383896","Rucker Elementary School","6","4.1","63.8","40","N"
"MLS Listing","","Condo/Co-op","17590 Depot St #306","Morgan Hill","CA","95037","799000","3","2.0","Morgan Hill","2099","","2017","24","381","462","Active","","","http://www.redfin.com/CA/Morgan-Hill/17590-Depot-St-95037/unit-306/home/143063755","EBRD/CCAR/Bay East","40791671","N","Y","37.13118","-121.652471","El Toro Elementary School","5","0.3","45.0","32","N"
"MLS Listing","","Condo/Co-op","8455 Traminer Ct","SAN JOSE","CA","95135","629999","2","2.0","SAN JOSE","1497","2660","1978","25","421","780","Active","","","http://www.redfin.com/CA/San-Jose/8455-Traminer-Ct-95135/home/1795261","MLSListings","ML81671985","N","Y","37.283267","-121.753238","Silver Oak Elementary School","10","0.4","27.4","27","Y"
"MLS Listing","","Condo/Co-op","541 Groth Pl","SAN JOSE","CA","95111","530000","4","2.5","SAN JOSE","1392","709","1982","25","381","291","Active","","","http://www.redfin.com/CA/San-Jose/541-Groth-Pl-95111/home/1496411","MLSListings","ML81672122","N","Y","37.2914365","-121.8323196","Los Arboles Elementary School","5","0.4","21.2","19","N"
"MLS Listing","","Townhouse","2581 Yerba Bank Ct","SAN JOSE","CA","95121","750000","3","2.0","SAN JOSE","1216","435","1988","28","617","275","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/2581-Yerba-Bank-Ct-95121/home/1865132","MLSListings","ML81671100","N","Y","37.299692","-121.777134","Laurelwood Elementary School","7","0.2","23.5","20","N"
"MLS Listing","","Condo/Co-op","5248 Cribari Hls","SAN JOSE","CA","95135","465000","2","1.0","SAN JOSE","947","1326","1971","29","491","569","Active","","","http://www.redfin.com/CA/San-Jose/5248-Cribari-Hills-95135/home/1497851","MLSListings","ML81671776","N","Y","37.296867","-121.754569","Laurelwood Elementary School","7","1.4","26.3","25","Y"
"MLS Listing","","Townhouse","1543 Desdemona Ct","SAN JOSE","CA","95121","462500","3","1.5","SAN JOSE","1176","880","1972","29","393","347","Active","","","http://www.redfin.com/CA/San-Jose/1543-Desdemona-Ct-95121/home/1688725","MLSListings","ML81671740","N","Y","37.3133859","-121.8235656","O. B. Whaley Elementary School","5","0.2","17.9","18","N"
"MLS Listing","","Single Family Residential","7711 Isabella Way","GILROY","CA","95020","515000","3","2.0","GILROY","1293","1293","2003","29","398","235","Active","","","http://www.redfin.com/CA/Gilroy/7711-Isabella-Way-95020/home/910826","MLSListings","ML81671738","N","Y","37.009934","-121.601623","Las Animas Elementary School","7","1.8","61.6","43","Y"
"MLS Listing","","Single Family Residential","1614 Orlando Dr","SAN JOSE","CA","95122","665001","3","2.0","SAN JOSE","1100","5150","1959","29","605","","Active","","","http://www.redfin.com/CA/San-Jose/1614-Orlando-Dr-95122/home/1807351","MLSListings","ML81671715","N","Y","37.3338751","-121.8356584","Donald J. Meyer Elementary School","3","0.5","15.6","16","N"
"New Construction Plan","","Single Family Residential","The Capay","Gilroy","CA","95020","702990","3","2.5","Harvest Park","2133","","","","330","","Active","","","http://www.redfin.com/CA/Gilroy/Harvest-Park/The-Capay/home/143014064","NewHomeSource.com","Plan-11414450","N","Y","37.0353581","-121.5835608","Antonio Del Buono Elementary School","5","0.4","57.3","36","N"
"New Construction Plan","","Single Family Residential","The Esparto","Gilroy","CA","95020","763990","4","3.0","Harvest Park","2525","","","","303","","Active","","","http://www.redfin.com/CA/Gilroy/Harvest-Park/The-Esparto/home/143014063","NewHomeSource.com","Plan-11414451","N","Y","37.0353581","-121.5835608","Antonio Del Buono Elementary School","5","0.4","57.3","36","N"
"New Construction Plan","","Single Family Residential","The Winters","Gilroy","CA","95020","702990","4","2.5","Harvest Park","2155","","","","326","","Active","","","http://www.redfin.com/CA/Gilroy/Harvest-Park/The-Winters/home/143014062","NewHomeSource.com","Plan-11414452","N","Y","37.0353581","-121.5835608","Antonio Del Buono Elementary School","5","0.4","57.3","36","N"
"New Construction Plan","","Single Family Residential","The Yreka","Gilroy","CA","95020","733990","3","2.5","Harvest Park","2325","","","","316","","Active","","","http://www.redfin.com/CA/Gilroy/Harvest-Park/The-Yreka/home/143014061","NewHomeSource.com","Plan-11414453","N","Y","37.0353581","-121.5835608","Antonio Del Buono Elementary School","5","0.4","57.3","36","N"
"New Construction Plan","","Single Family Residential","Plan 6 - Townhome","Morgan Hill","CA","95037","789990","3","2.5","Solera Ranch","2094","","","","377","","Active","","","http://www.redfin.com/CA/Morgan-Hill/Solera-Ranch/Plan-6-Townhome/home/108902271","NewHomeSource.com","Plan-21268051","N","Y","37.1383835","-121.6630081","P. A. Walsh Elementary School","3","0.8","44.8","32","N"
"MLS Listing","","Single Family Residential","425 Bonita Ave","SAN JOSE","CA","95116","699000","3","2.0","SAN JOSE","1186","4725","1915","30","589","","Active","","","http://www.redfin.com/CA/San-Jose/425-Bonita-Ave-95116/home/1067772","MLSListings","ML81671583","N","Y","37.3433586","-121.8584427","McKinley Elementary School","3","0.4","13.3","14","N"
"MLS Listing","","Single Family Residential","17751 Cherokee Trl","LOS GATOS","CA","95033","899000","3","2.0","LOS GATOS","1344","17664","1926","31","669","130","Active","August-26-2017 02:00 PM","August-26-2017 04:30 PM","http://www.redfin.com/CA/Los-Gatos/17751-Cherokee-Trl-95033/home/1598259","MLSListings","ML81671450","N","Y","37.1626637","-121.9810867","Loma Prieta Elementary School","10","3.3","35.4","27","N"
"MLS Listing","","Single Family Residential","9501 Hummingbird Ln","GILROY","CA","95020","834900","5","3.5","GILROY","2768","6716","2013","31","302","50","Active","","","http://www.redfin.com/CA/Gilroy/9501-Hummingbird-Ln-95020/home/52520842","MLSListings","ML81671440","N","Y","37.0324775","-121.5903056","Antonio Del Buono Elementary School","5","0.2","58.8","39","N"
"MLS Listing","","Single Family Residential","1237 Panoche Ave","SAN JOSE","CA","95122","739000","4","2.5","SAN JOSE","1548","2700","1997","31","477","","Active","","","http://www.redfin.com/CA/San-Jose/1237-Panoche-Ave-95122/home/1230001","MLSListings","ML81671410","N","Y","37.3320017","-121.850214","Santee Elementary School","4","0.3","15.0","13","N"
"New Construction Plan","","Single Family Residential","Plan 1","San Jose","CA","95133","746087","2","2.0","Apex at Berryessa Crossing","1171","","","","637","","Active","","","http://www.redfin.com/CA/San-Jose/Apex-at-Berryessa-Crossing/Plan-1/home/142995382","NewHomeSource.com","Plan-11415359","N","Y","37.369715","-121.879398","Vinci Park Elementary School","8","0.8","11.1","13","N"
"New Construction Plan","","Single Family Residential","Plan 2","San Jose","CA","95133","786827","2","2.0","Apex at Berryessa Crossing","1371","","","","574","","Active","","","http://www.redfin.com/CA/San-Jose/Apex-at-Berryessa-Crossing/Plan-2/home/142995381","NewHomeSource.com","Plan-11415360","N","Y","37.369715","-121.879398","Vinci Park Elementary School","8","0.8","11.1","13","N"
"MLS Listing","","Single Family Residential","649 illinois Ave","SAN JOSE","CA","95125","889950","4","2.0","SAN JOSE","1638","6534","1954","32","543","","Active","August-26-2017 01:00 PM","August-26-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/649-Illinois-Ave-95125/home/1275235","MLSListings","ML81671237","N","Y","37.3207362","-121.8967498","Gardner Elementary School","2","0.1","12.8","14","N"
"MLS Listing","","Condo/Co-op","3057 San Jose Vineyard Pl #2","SAN JOSE","CA","95136","877052","2","2.0","SAN JOSE","1905","","2017","33","460","378","Active","","","http://www.redfin.com/CA/San-Jose/3057-Vineyard-Park-Pl-95148/unit-2/home/142991254","MLSListings","ML81671113","N","Y","37.3252816","-121.7986883","Norwood Creek Elementary School","9","0.5","22.0","20","N"
"MLS Listing","","Single Family Residential","30000 Loma Chiquita Rd","LOS GATOS","CA","95033","830000","3","2.0","LOS GATOS","1536","217800","2000","35","540","","Active","","","http://www.redfin.com/CA/Los-Gatos/30000-Loma-Chiquita-Rd-95033/home/1496875","MLSListings","ML81670997","N","Y","37.1020546","-121.8065725","Loma Prieta Elementary School","10","7.8","58.1","1","N"
"MLS Listing","","Single Family Residential","2607 Lombard Ave","SAN JOSE","CA","95116","799000","7","4.0","SAN JOSE","1746","5900","1960","35","458","","Active","","","http://www.redfin.com/CA/San-Jose/2607-Lombard-Ave-95116/home/1121797","MLSListings","ML81670990","N","Y","37.356137","-121.8335354","Lyndale Elementary School","4","0.6","17.0","15","N"
"MLS Listing","","Condo/Co-op","17590 Depot St #305","Morgan Hill","CA","95037","809000","3","2.0","Downtown","2097","","2017","35","386","462","Active","","","http://www.redfin.com/CA/Morgan-Hill/17590-Depot-St-95037/unit-305/home/142968717","EBRD/CCAR/Bay East","40790436","N","Y","37.13118","-121.652471","El Toro Elementary School","5","0.3","45.0","32","N"
"MLS Listing","","Single Family Residential","2370 Dryden Ave","GILROY","CA","95020","799888","3","2.0","GILROY","1470","43600","1972","35","544","","Active","","","http://www.redfin.com/CA/Gilroy/2370-Dryden-Ave-95020/home/1029039","MLSListings","ML81670922","N","Y","37.03711","-121.538318","Rucker Elementary School","6","2.9","60.2","39","N"
"MLS Listing","","Condo/Co-op","19305 Vineyard Ln","SARATOGA","CA","95070","728888","2","1.0","SARATOGA","948","1320","1971","35","769","500","Active","","","http://www.redfin.com/CA/Saratoga/19305-Vineyard-Ln-95070/home/955625","MLSListings","ML81670861","N","Y","37.27859","-122.008691","Country Lane Elementary School","10","1.6","25.8","20","N"
"MLS Listing","","Single Family Residential","2104 Shortridge Ave Unit A","SAN JOSE","CA","95116","748000","3","2.0","SAN JOSE","1035","5800","2017","35","723","","Active","August-27-2017 01:30 PM","August-27-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/2104-Shortridge-Ave-95116/unit-A/home/1099720","MLSListings","ML81670839","N","Y","37.3550194","-121.8481352","San Antonio Elementary School","4","0.4","13.4","14","N"
"MLS Listing","","Townhouse","17030 Saint Anne Ln","MORGAN HILL","CA","95037","710000","4","3.5","MORGAN HILL","2122","1153","2013","36","335","120","Active","","","http://www.redfin.com/CA/Morgan-Hill/17030-Saint-Anne-Ln-95037/home/52672271","MLSListings","ML81670781","N","Y","37.1275156","-121.6469366","El Toro Elementary School","5","0.6","46.4","32","N"
"MLS Listing","","Condo/Co-op","38 N Almaden Blvd #1103","SAN JOSE","CA","95110","650000","1","1.0","SAN JOSE","868","164","2008","37","749","500","Active","","","http://www.redfin.com/CA/San-Jose/38-N-Almaden-Blvd-95110/unit-1103/home/17291010","MLSListings","ML81670654","N","Y","37.3348273","-121.8957794","Horace Mann Elementary School","3","0.7","10.7","11","N"
"MLS Listing","","Condo/Co-op","20675 Celeste Cir #20675","CUPERTINO","CA","95014","798800","1","1.0","CUPERTINO","871","1200","1984","37","917","309","Active","","","http://www.redfin.com/CA/Cupertino/20675-Celeste-Cir-95014/unit-20675/home/142948316","MLSListings","ML81670645","N","Y","37.3354553","-122.0349905","Chester W. Nimitz Elementary School","8","0.8","16.1","19","N"
"MLS Listing","","Condo/Co-op","38 N Almaden Blvd #1508","SAN JOSE","CA","95110","649000","1","1.0","SAN JOSE","791","164","2008","37","820","436","Active","","","http://www.redfin.com/CA/San-Jose/38-N-Almaden-Blvd-95110/unit-1508/home/17291314","MLSListings","ML81670591","N","Y","37.3348273","-121.8957794","Horace Mann Elementary School","3","0.7","10.7","11","N"
"MLS Listing","","Condo/Co-op","17590 Depot St #206","Morgan Hill","CA","95037","629000","2","2.0","Downtown","1313","","2017","37","479","408","Active","","","http://www.redfin.com/CA/Morgan-Hill/17590-Depot-St-95037/unit-206/home/142945361","EBRD/CCAR/Bay East","40789995","N","Y","37.13118","-121.652471","El Toro Elementary School","5","0.3","45.0","32","N"
"MLS Listing","","Single Family Residential","2296 RUBY Ave","SAN JOSE","CA","95148","799000","4","2.0","SAN JOSE","1825","11520","1967","38","438","","Active","","","http://www.redfin.com/CA/San-Jose/2296-Ruby-Ave-95148/home/1745087","MLSListings","ML81670438","N","Y","37.3439915","-121.7903218","Mt. Pleasant High School","6","1.0","21.9","22","N"
"MLS Listing","","Condo/Co-op","1033 Alta Mira Dr Unit A","SANTA CLARA","CA","95051","665000","2","2.0","SANTA CLARA","1067","1768","1971","39","623","420","Active","","","http://www.redfin.com/CA/Santa-Clara/1033-Alta-Mira-Dr-95051/unit-A/home/736272","MLSListings","ML81670286","N","Y","37.346013","-121.993704","Pomeroy Elementary School","6","0.4","5.4","10","N"
"MLS Listing","","Single Family Residential","729 Gier Ct","SAN JOSE","CA","95111","900000","3","2.0","SAN JOSE","1257","10800","1977","41","716","","Active","","","http://www.redfin.com/CA/San-Jose/729-Gier-Ct-95111/home/948930","MLSListings","ML81670126","N","Y","37.3084011","-121.8442522","Stonegate Elementary School","7","0.4","18.7","18","N"
"MLS Listing","","Condo/Co-op","1768 Parkview Green Cir","SAN JOSE","CA","95131","575000","1","1.0","SAN JOSE","719","1740","1988","42","800","316","Active","August-27-2017 01:30 PM","August-27-2017 04:30 PM","http://www.redfin.com/CA/San-Jose/1768-Parkview-Green-Cir-95131/home/687984","MLSListings","ML81670085","N","Y","37.379258","-121.8827","Brooktree Elementary School","7","1.3","12.3","15","N"
"MLS Listing","","Condo/Co-op","1562 Fitchville Ave","SAN JOSE","CA","95126","799000","3","2.5","SAN JOSE","1470","1470","1977","42","544","360","Active","","","http://www.redfin.com/CA/San-Jose/1562-Fitchville-Ave-95126/home/1765244","MLSListings","ML81670064","N","Y","37.303482","-121.92048","Blackford Elementary School","4","0.3","15.7","16","N"
"MLS Listing","","Single Family Residential","2589 Leigh Ave","SAN JOSE","CA","95124","899000","3","2.0","SAN JOSE","1100","6700","1958","42","817","","Active","","","http://www.redfin.com/CA/San-Jose/2589-Leigh-Ave-95124/home/1260329","MLSListings","ML81670022","N","Y","37.2748927","-121.9222403","Fammatre Elementary School","8","0.3","18.9","20","N"
"MLS Listing","","Single Family Residential","3735 Marchant Dr","SAN JOSE","CA","95127","795000","3","2.0","SAN JOSE","1109","10000","1971","42","717","","Active","","","http://www.redfin.com/CA/San-Jose/3735-Marchant-Dr-95127/home/948775","MLSListings","ML81670007","N","Y","37.3678729","-121.8037531","Mt. Pleasant High School","6","1.5","20.2","21","N"
"MLS Listing","","Single Family Residential","1575 Sawgrass Dr","SAN JOSE","CA","95116","780000","4","2.5","SAN JOSE","1786","2318","1998","43","437","74","Active","","","http://www.redfin.com/CA/San-Jose/1575-Sawgrass-Dr-95116/home/1195538","MLSListings","ML81655861","N","Y","37.3450616","-121.852957","Cesar Chavez Elementary School","3","0.5","13.9","16","N"
"MLS Listing","","Single Family Residential","222 Martin St","GILROY","CA","95020","899888","5","2.0","GILROY","3176","19373","1900","44","283","","Active","","","http://www.redfin.com/CA/Gilroy/222-Martin-St-95020/home/1845712","MLSListings","ML81655964","N","Y","37.0086535","-121.5664126","Eliot Elementary School","4","0.3","60.4","40","N"
"MLS Listing","","Townhouse","604 Hermes Ct","SAN JOSE","CA","95111","599900","3","2.5","SAN JOSE","1496","2133","1989","44","401","200","Active","","","http://www.redfin.com/CA/San-Jose/604-Hermes-Ct-95111/home/874827","MLSListings","ML81669582","N","Y","37.3060723","-121.8453491","Stonegate Elementary School","7","0.5","18.9","19","N"
"For-Sale-by-Owner Listing","","Single Family Residential","2730 Hay Loft Way","Morgan Hill","CA","95037","799888","3","2.0","Morgan Hill","1736","7521","1976","44","461","","Active","","","http://www.redfin.com/CA/Morgan-Hill/2730-Hay-Loft-Way-95037/home/1115896","Fizber.com","4923560","N","Y","37.1392652","-121.6059642","Jackson Academy of Music And Math (jamm)","8","0.1","47.2","32","N"
"MLS Listing","","Single Family Residential","39 Scharff Ave","SAN JOSE","CA","95116","650000","3","2.0","SAN JOSE","857","6006","1920","45","758","","Active","","","http://www.redfin.com/CA/San-Jose/39-Scharff-Ave-95116/home/1502502","MLSListings","ML81669432","N","Y","37.3565353","-121.8446331","San Antonio Elementary School","4","0.6","16.2","14","N"
