"URL","IS SENIOR","PRICE","HOA/MONTH","SCHOOL SCORE","SCHOOL DISTANCE","SCHOOL NAME","DRIVE DISTANCE(KM)","DRIVE DURATION(MIN)","DAYS ON MARKET","PROPERTY TYPE","CITY","LOCATION","ZIP","BEDS","BATHS","SQUARE FEET","YEAR BUILT","FAVORITE","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME"
"http://www.redfin.com/CA/Fremont/4635-Rothbury-Cmn-94536/unit-66/home/1335037","N","598000","343","8","0.6","Oliveira Elementary School","32.7","25","2","Condo/Co-op","Fremont","St. James Park","94536","2","2.0","1140","1988","N","August-26-2017 01:30 PM","August-26-2017 03:30 PM"
"http://www.redfin.com/CA/Hayward/1166-Roxanne-Ave-94542/home/1000156","N","525000","","6","3.1","Stonebrae Elementary School","48.3","39","2","Single Family Residential","HAYWARD","HAYWARD","94542","3","1.0","1106","1948","N","",""
"http://www.redfin.com/CA/Hayward/22555-Cisneros-Dr-94541/home/1277439","N","699000","110","3","0.6","Fairview Elementary School","50.6","44","2","Single Family Residential","Hayward","Hayward","94541","3","2.5","1840","2002","N","",""
"http://www.redfin.com/CA/Hayward/25048-2nd-St-94541/home/640248","N","599888","","3","0.3","East Avenue Elementary School","49.6","40","2","Single Family Residential","Hayward","Fairview","94541","3","1.0","988","1925","N","August-26-2017 01:30 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Oakland/1434-55th-Ave-94621/home/1775301","N","480000","","3","0.5","Greenleaf Elementary School","63.0","45","2","Single Family Residential","Oakland","Seminary","94621","3","2.0","1393","1900","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Berkeley/1419-Ashby-Ave-94702/unit-D/home/50263652","N","549000","225","9","0.4","Malcolm X Elementary School","78.2","54","2","Condo/Co-op","Berkeley","San Pablo Park","94702","3","2.0","1016","2012","N","August-26-2017 02:00 PM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/Union-City/1889-Flagstone-Dr-94587/home/843061","N","639000","216","5","1.0","Guy Junior. Emanuele Elementary School","37.9","32","2","Townhouse","UNION CITY","UNION CITY","94587","2","2.0","1140","1997","N","August-26-2017 01:30 PM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/Newark/36830-Munyan-St-94560/home/1470948","N","689000","","5","0.2","E. L. Musick Elementary School","33.0","26","2","Single Family Residential","Newark","Newark","94560-3135","4","2.0","1064","1955","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Castro-Valley/19150-Vaughn-Ave-94546/home/1732334","N","599888","","8","0.6","Castro Valley Elementary School","57.1","43","2","Single Family Residential","Castro Valley","Castro Valley","94546","2","1.0","891","1949","N","August-27-2017 02:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Oakland/5915-Whitney-St-94609/home/530786","N","495000","","1","0.2","Sankofa Academy","74.0","50","2","Single Family Residential","Oakland","N Oakland","94609","1","1.0","480","1906","N","",""
"http://www.redfin.com/CA/Oakland/1130-E-20th-St-94606/home/1701786","N","799000","","5","0.4","Franklin Elementary School","68.7","50","2","Single Family Residential","Oakland","Oakland","94606","4","2.0","1712","","N","",""
"http://www.redfin.com/CA/Pleasanton/3488-Serra-Cir-94588/home/143409611","N","828000","211","","","","52.7","40","2","Condo/Co-op","Pleasanton","Alameda","94588","3","2.5","1633","2017","N","August-26-2017 12:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Union-City/4265-Polaris-Ave-94587/home/1474237","N","525000","288","7","0.9","Pioneer Elementary School","38.7","30","2","Townhouse","Union City","Contempo Townhom","94587-4042","3","1.5","1280","1974","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Oakland/689-46th-St-94609/home/1869095","N","659000","","3","1.2","Piedmont Avenue Elementary School","72.8","48","2","Single Family Residential","Oakland","N Oakland","94609","2","1.5","1194","1921","N","August-26-2017 02:00 PM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/Hayward/3261-Shannon-Ct-94541/home/971590","N","699000","","3","0.3","Fairview Elementary School","51.7","45","2","Single Family Residential","Hayward","Fairview Distric","94541","4","2.0","1325","1986","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Berkeley/2435-Sacramento-St-94702/home/671288","N","729000","","9","0.5","Washington Elementary School","76.8","57","2","Single Family Residential","Berkeley","Berkeley","94702","2","1.0","1215","1923","N","August-26-2017 11:00 AM","August-26-2017 01:00 PM"
"http://www.redfin.com/CA/San-Leandro/378-Aloha-Dr-94578/home/1281488","N","599950","","5","0.5","Monroe Elementary School","51.7","36","2","Single Family Residential","San Leandro","Alameda County","94578","3","1.5","1195","1954","N","August-26-2017 01:00 PM","August-26-2017 05:00 PM"
"http://www.redfin.com/CA/Livermore/854-Pine-St-94551/home/1874452","N","499000","","6","0.3","Marylin Avenue Elementary School","53.5","42","2","Single Family Residential","Livermore","North Livermore","94551","3","2.0","1144","1964","N","",""
"http://www.redfin.com/CA/Oakland/260-Caldecott-Ln-94618/unit-113/home/1690332","N","549980","491","6","0.7","Kaiser Elementary School","77.9","54","2","Condo/Co-op","Oakland","Parkwoods","94618-2414","2","2.0","1119","1997","N","",""
"http://www.redfin.com/CA/Livermore/2039-Galloway-Cmn-94551/home/1347700","N","630000","245","8","1.6","Altamont Creek Elementary School","69.3","48","2","Townhouse","Livermore","Spring Valley","94551","3","2.5","1464","1988","N","August-26-2017 12:00 PM","August-26-2017 03:00 PM"
"http://www.redfin.com/CA/Hayward/28695-Roanoke-St-94544/home/1486040","N","749000","","3","0.6","Ruus Elementary School","43.7","33","2","Single Family Residential","Hayward","Central Hayward","94544","4","3.0","1968","1960","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Oakland/1018-4th-Ave-94606/unit-113/home/22957541","N","579000","340","5","0.5","Franklin Elementary School","67.2","46","2","Single Family Residential","Oakland","Clinton","94606","1","1.0","940","1975","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Livermore/603-Morgan-Cmn-94551/home/1929981","N","495000","355","6","0.1","Junction Avenue K-8 School","56.1","47","2","Townhouse","Livermore","Peppertree","94551","3","1.5","1241","1986","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Livermore/759-Wagoner-Dr-94550/home/1471735","N","785000","","6","0.3","Joe Michell K-8 School","51.0","40","2","Single Family Residential","Livermore","Sunset West","94550","4","2.0","1580","1959","N","August-27-2017 11:00 AM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Emeryville/1524-Brunswig-Ln-94608/home/12115251","N","750000","406","3","0.8","Anna Yates Elementary School","76.3","52","2","Condo/Co-op","Emeryville","Emeryville","94608","2","2.5","1464","2006","N","August-27-2017 02:00 PM","August-27-2017 04:30 PM"
"http://www.redfin.com/CA/Berkeley/1128-Walnut-St-94707/home/1245709","N","895000","","8","0.1","Oxford Elementary School","79.0","1","2","Single Family Residential","Berkeley","North Berkeley","94707","3","1.0","1510","1918","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Livermore/193-Misty-Cir-94550/home/109250996","N","850000","84","8","1.3","Arroyo Seco Elementary School","70.4","49","2","Single Family Residential","Livermore","The Cottages at Vineyard Crossin","94550","3","2.5","1762","2015","N","August-26-2017 02:00 PM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/Alameda/3270-Liberty-Ave-94501/home/721802","N","895000","","9","0.6","Edison Elementary School","63.5","45","2","Single Family Residential","Alameda","Fernside","94501","3","1.0","1410","1912","N","August-27-2017 02:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Fremont/40425-Chapel-Way-94538/unit-309/home/1539547","N","493000","435","9","0.5","J. Haley Durham Elementary School","29.9","27","2","Condo/Co-op","Fremont","Park Place","94538","2","2.0","1052","1983","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Hayward/2436-Sebastopol-Ln-94542/unit-1/home/1526277","N","460000","353","6","1.8","Stonebrae Elementary School","49.8","41","2","Condo/Co-op","Hayward","University Hills","94542","2","2.0","888","1984","N","August-25-2017 11:00 AM","August-25-2017 05:00 PM"
"http://www.redfin.com/CA/Fremont/38397-Nebo-Dr-94536/home/1917445","N","835000","","7","0.2","Vallejo Mill Elementary School","35.5","32","2","Single Family Residential","Fremont","Niles Crest","94536-1828","3","2.0","1120","1956","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Union-City/2641-Royal-Ann-Dr-94587/home/1971149","N","819950","","3","1.0","Searles Elementary School","36.8","29","3","Single Family Residential","Union City","Alvarado","94587","4","2.0","1544","1973","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Fremont/35563-Linda-Dr-94536/home/1068940","N","699950","","9","1.1","Niles Elementary School","39.0","33","3","Single Family Residential","Fremont","Niles","94536","2","1.0","840","1953","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Hayward/25124-Del-Mar-Ave-94542/home/110069478","N","589000","","6","2.9","Stonebrae Elementary School","47.7","38","3","Single Family Residential","HAYWARD","HAYWARD","94542","3","2.0","1081","1965","N","August-27-2017 01:30 PM","August-27-2017 04:30 PM"
"http://www.redfin.com/CA/Emeryville/6363-Christie-Ave-94608/unit-2323/home/639659","N","468000","378","3","1.2","Anna Yates Elementary School","76.2","53","3","Condo/Co-op","Emeryville","Pacific Pk Plaza","94608","1","1.0","768","1984","N","",""
"http://www.redfin.com/CA/Livermore/4168-Bishop-Pine-Way-94551/home/1424357","N","619000","78","8","1.8","Altamont Creek Elementary School","68.5","48","3","Single Family Residential","Livermore","Springpines","94551","3","2.0","1224","1986","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Livermore/361-N-Livermore-Ave-94551/home/1206749","N","729000","","6","0.3","Junction Avenue K-8 School","52.7","44","3","Single Family Residential","Livermore","Livermore","94551","4","2.0","1645","1926","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Hayward/3154-Kelly-St-94541/home/1947406","N","599000","","3","0.4","Fairview Elementary School","51.4","44","3","Single Family Residential","Hayward","Fairview","94541","4","2.0","1284","1963","N","August-26-2017 01:00 PM","August-26-2017 03:00 PM"
"http://www.redfin.com/CA/Berkeley/2476-Martin-Luther-King-Junior-Way-94704/home/45493748","N","579000","213","9","0.2","Washington Elementary School","76.0","54","3","Condo/Co-op","Berkeley","Central Berkeley","94704","2","2.0","912","2003","N","August-26-2017 02:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Hayward/3274-Red-Leaf-Ct-94542/home/815935","N","769950","","6","1.0","Stonebrae Elementary School","51.7","43","3","Single Family Residential","Hayward","Highlands","94542","4","3.0","2288","1968","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Dublin/8173-Tamarack-Dr-94568/home/1165234","N","795000","","9","0.3","Murray Elementary School","53.3","41","3","Single Family Residential","Dublin","Village Parkway","94568","4","2.0","1547","1961","N","August-25-2017 04:00 PM","August-25-2017 07:00 PM"
"http://www.redfin.com/CA/Pleasanton/7830-Creekside-Dr-94588/home/1692788","N","780000","375","9","0.7","Lydiksen Elementary School","50.2","36","3","Townhouse","Pleasanton","Gold Creek","94588","3","2.5","1792","1991","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Berkeley/1245-Cedar-St-94702/home/1290142","N","849000","","9","0.3","Jefferson Elementary School","80.8","57","3","Single Family Residential","Berkeley","N Berkeley","94702","3","2.0","1600","1908","N","August-26-2017 02:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Livermore/1434-Roselli-Dr-94550/home/1530799","N","689000","","6","0.3","Joe Michell K-8 School","50.2","40","3","Single Family Residential","Livermore","Sunset West","94550","3","2.0","1484","1965","N","August-26-2017 12:00 PM","August-26-2017 03:00 PM"
"http://www.redfin.com/CA/Livermore/3160-Cabrillo-Ave-94550/home/1302347","N","649000","","8","1.0","Jackson Avenue Elementary School","54.1","44","3","Single Family Residential","Livermore","Livermore","94550","3","2.0","1134","1961","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Oakland/1659-46th-Ave-94601/home/1904598","N","475000","","2","0.9","Melrose Leadership Academy","63.2","46","3","Single Family Residential","Oakland","Fruitvale Area","94601","6","3.5","2573","1910","N","",""
"http://www.redfin.com/CA/Oakland/Undisclosed-address-94601/home/1096502","N","598000","","2","0.5","Global Family School","63.2","45","3","Single Family Residential","Oakland","Fruitvale","94601","3","2.0","1544","1910","N","",""
"http://www.redfin.com/CA/Hayward/26260-Eldridge-Ave-94544/home/1504544","N","549800","","3","0.2","Schafer Park Elementary School","46.0","34","3","Single Family Residential","Hayward","Schafer Park","94544","3","1.0","1077","1954","N","August-26-2017 01:30 PM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/Berkeley/1412-Alcatraz-Ave-94702/home/647619","N","675000","","1","0.8","Sankofa Academy","75.0","52","3","Single Family Residential","Berkeley","Berkeley","94702","2","1.0","1050","1914","N","",""
"http://www.redfin.com/CA/San-Leandro/14278-Trinidad-Rd-94577/home/799458","N","629000","","5","0.8","Garfield Elementary School","56.7","42","3","Single Family Residential","San Leandro","Marina Faire","94577","3","2.0","1500","1962","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/San-Leandro/1215-Asbury-Ct-94579/home/814673","N","575000","","5","1.1","Dayton Elementary School","53.8","40","3","Single Family Residential","San Leandro","Washington Manor","94579","3","1.0","1081","1951","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Oakland/1531-8th-St-94607/home/525087","N","599000","","1","0.8","Martin Luther King, Junior. Elementary School","72.1","48","3","Single Family Residential","Oakland","West Oakland","94607","4","2.0","1263","1895","N","August-26-2017 12:00 PM","August-26-2017 02:00 PM"
"http://www.redfin.com/CA/Hayward/24678-Broadmore-Ave-94544/home/990926","N","535000","","2","0.2","Park Elementary School","45.5","32","3","Single Family Residential","Hayward","Parkmead","94544","3","2.0","1360","1956","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Oakland/1176-66th-St-94608/home/143400516","N","695000","310","1","1.3","Sankofa Academy","78.1","55","3","Single Family Residential","Oakland","N Oakland","94608","2","1.0","793","2017","N","August-26-2017 12:00 PM","August-26-2017 05:00 PM"
"http://www.redfin.com/CA/Livermore/6832-Tiffany-Cmn-94551/home/1440574","N","699950","120","8","0.2","Altamont Creek Elementary School","70.4","49","3","Single Family Residential","Livermore","Maralisa Courtyd","94551","4","2.5","1747","1999","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Leandro/267-Durant-Ave-94577/home/1567790","N","575000","","3","0.4","Washington Elementary School","61.7","44","3","Single Family Residential","San Leandro","Broadmoor","94577","3","1.0","1383","1926","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Fremont/4825-Los-Arboles-Pl-94536/home/1271830","N","868000","","9","0.2","Glenmoor Elementary School","33.5","26","3","Single Family Residential","FREMONT","FREMONT","94536","4","2.0","1583","1970","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Hayward/22724-Lorand-Way-94541/home/961280","N","599950","","3","0.5","Fairview Elementary School","50.0","42","3","Single Family Residential","Hayward","Hayward Hills","94541","2","2.0","1148","1948","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Livermore/868-Berryessa-Ct-94551/home/1130719","N","685000","","8","0.6","Altamont Creek Elementary School","69.8","49","3","Single Family Residential","Livermore","Creekside","94511","3","2.5","1478","2002","N","",""
"http://www.redfin.com/CA/Hayward/2446-Lancaster-Ct-94542/home/1875500","N","799000","31","6","2.1","Stonebrae Elementary School","50.1","41","3","Single Family Residential","Hayward","Woodland Estates","94542","3","2.0","1645","1958","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Castro-Valley/5070-Rahlves-Dr-94546/home/1346773","N","725000","","9","0.2","Vannoy Elementary School","60.1","44","3","Single Family Residential","Castro Valley","Castro Valley","94546","4","3.0","1800","1953","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Hayward/3238-Monika-Ln-94541/home/957350","N","549000","436","3","0.6","Fairview Elementary School","51.7","45","3","Townhouse","HAYWARD","HAYWARD","94541","3","2.5","1720","1980","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Fremont/4621-Capitan-Dr-94536/home/527637","N","850000","","6","0.5","Cabrillo Elementary School","33.7","26","3","Single Family Residential","Fremont","Cabrillo Park","94536","3","2.0","1148","1957","N","",""
"http://www.redfin.com/CA/Dublin/4843-Perugia-St-94568/home/40087508","N","699000","385","10","0.3","Harold William Kolb","57.0","43","3","Condo/Co-op","Dublin","Dublin Ranch","94568","2","2.5","1435","2011","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Hayward/22584-Amador-St-94541/unit-2/home/22671232","N","578000","211","6","0.4","Burbank Elementary School","47.5","34","3","Townhouse","Hayward","Hayward","94541-6279","3","2.5","1542","2011","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Dublin/3329-Monaghan-St-94568/home/1018344","N","639000","245","10","0.3","Harold William Kolb","57.3","42","3","Condo/Co-op","Dublin","Dublin Ranch Vlg","94568","2","2.0","1532","2004","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Lorenzo/17260-Via-El-Cerrito-94580/home/932007","N","632888","10","3","0.2","Del Rey Elementary School","49.8","39","4","Single Family Residential","San Lorenzo","San Lorenzo Vilg","94580","3","1.5","1451","1950","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/San-Leandro/458-Olive-St-94578/home/1387493","N","559000","","3","1.0","Jefferson Elementary School","51.7","39","4","Single Family Residential","San Leandro","Ashland District","94578","3","2.0","1168","1947","N","August-27-2017 01:00 PM","August-27-2017 05:00 PM"
"http://www.redfin.com/CA/Oakland/675-8th-St-94607/unit-11/home/22956782","N","489000","348","1","0.4","Martin Luther King, Junior. Elementary School","69.7","47","4","Single Family Residential","Oakland","Downtown","94607","1","1.5","688","2002","N","August-26-2017 02:00 PM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/Pleasanton/3564-Stacey-Ct-94588/home/706298","N","899900","","10","0.9","Fairlands Elementary School","57.1","42","4","Single Family Residential","Pleasanton","Pleasanton","94588","4","2.0","1780","1985","N","",""
"http://www.redfin.com/CA/Union-City/4528-Delores-Dr-94587/home/739675","N","850000","","7","0.5","Pioneer Elementary School","38.9","30","4","Single Family Residential","Union City","Union City","94587","3","2.0","1476","1972","N","",""
"http://www.redfin.com/CA/Union-City/31361-San-Andreas-Dr-94587/home/1877841","N","798000","","6","0.9","Alvarado Elementary School","39.6","29","4","Single Family Residential","UNION CITY","UNION CITY","94587","4","2.0","1675","1969","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Leandro/15683-Hebron-Ct-94579/home/800348","N","708800","","4","0.5","Bay Elementary School","52.4","39","4","Single Family Residential","San Leandro","Washington Manor","94579","3","3.0","1788","1958","N","August-26-2017 02:00 PM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/Livermore/763-Misty-Cir-94550/home/108460228","N","828000","84","8","1.3","Arroyo Seco Elementary School","70.4","49","4","Single Family Residential","Livermore","The Cottages at Vineyard Crossin","94550","4","3.0","2079","2015","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/San-Leandro/3839-Monterey-Blvd-94578/home/775266","N","599000","","5","0.2","Monroe Elementary School","52.2","37","4","Single Family Residential","San Leandro","Floresta Gardens","94578","3","2.0","1549","1954","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Newark/37068-Saint-Christopher-St-94560/home/1984592","N","818000","","5","0.4","E. L. Musick Elementary School","32.2","24","4","Single Family Residential","Newark","Newark","94560","3","3.0","1416","1965","N","August-26-2017 02:00 PM","August-26-2017 05:00 PM"
"http://www.redfin.com/CA/San-Leandro/525-Dolores-Ave-94577/home/760624","N","599000","","3","0.3","McKinley Elementary School","59.5","42","4","Single Family Residential","San Leandro","Downtown","94577","2","1.0","1136","1946","N","August-27-2017 01:30 PM","August-27-2017 05:00 PM"
"http://www.redfin.com/CA/Oakland/5781-Adeline-St-94608/home/530832","N","850000","","1","0.6","Sankofa Academy","74.1","51","4","Single Family Residential","Oakland","N Oakland","94608","3","1.0","1183","1924","N","August-26-2017 02:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Fremont/40300-Fremont-Blvd-94538/home/546220","N","899000","","9","0.3","J. Haley Durham Elementary School","30.5","25","4","Single Family Residential","Fremont","Irvington Area","94538","4","2.0","1514","1979","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Oakland/373-4th-St-94607/unit-2B/home/17929519","N","829000","492","1","0.8","Martin Luther King, Junior. Elementary School","68.3","46","4","Single Family Residential","Oakland","Jack London Sq","94607","1","1.0","1400","1909","N","August-26-2017 02:00 PM","August-26-2017 04:30 PM"
"http://www.redfin.com/CA/Alameda/753-Central-Ave-94501/home/729447","N","799000","","7","1.3","Henry Haight Elementary School","67.9","51","4","Single Family Residential","ALAMEDA","ALAMEDA","94501","2","1.5","1438","1920","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Oakland/311-Oak-St-94607/unit-526/home/22726736","N","880000","609","1","1.2","Martin Luther King, Junior. Elementary School","67.4","45","4","Condo/Co-op","Oakland","Oakland","94607","2","2.0","1620","2003","N","",""
"http://www.redfin.com/CA/Oakland/3999-Whittle-Ave-94602/home/980099","N","749000","","7","0.2","Sequoia Elementary School","71.5","49","4","Single Family Residential","Oakland","Oakmore","94602","3","2.0","1300","1920","N","August-26-2017 01:00 PM","August-26-2017 05:00 PM"
"http://www.redfin.com/CA/Livermore/1767-Paseo-Laguna-Seco-94551/home/1822414","N","475000","315","6","0.9","Marylin Avenue Elementary School","54.9","44","4","Townhouse","Livermore","Livermore Downs","94551","2","1.5","1062","1984","N","",""
"http://www.redfin.com/CA/San-Leandro/721-Matoza-Ln-94577/home/943182","N","748000","120","4","1.0","Wilson Elementary School","57.9","43","4","Single Family Residential","San Leandro","Cherrywood","94577","4","2.5","1946","2001","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Fremont/40777-Sundale-Dr-94538/home/767742","N","888888","","6","0.3","John Blacow Elementary School","27.8","23","4","Single Family Residential","Fremont","Sundale","94538","4","2.0","1412","1962","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/San-Leandro/1440-151st-Ave-94578/home/1802972","N","549000","","4","1.4","Corvallis Elementary School","56.6","40","4","Single Family Residential","San Leandro","Fairmont","94578","3","2.0","1150","1942","N","August-27-2017 01:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Oakland/3142-Jordan-Rd-94602/home/1256409","N","889000","","7","0.6","Redwood Heights Elementary School","69.6","48","5","Single Family Residential","Oakland","Redwood Heights","94602","3","2.0","1616","1938","N","August-26-2017 02:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/HAYWARD/1417-POPPY-LN-94545/home/143100499","N","876643","238","5","1.0","Eden Gardens Elementary School","47.4","35","5","Single Family Residential","Hayward","Eden","94545","4","3.0","","2017","N","",""
"http://www.redfin.com/CA/Dublin/7055-Coombsville-Way-94568/home/143383660","N","774000","342","","","","52.8","40","5","Condo/Co-op","Dublin","Dublin","94568","2","2.5","1514","2018","N","August-26-2017 11:00 AM","August-26-2017 05:00 PM"
"http://www.redfin.com/CA/Union-City/2453-Medallion-Dr-94587/home/1023484","N","795000","","8","0.2","Tom Kitayama Elementary School","40.4","30","5","Single Family Residential","UNION CITY","UNION CITY","94587","4","2.0","1566","1970","N","",""
"http://www.redfin.com/CA/Hayward/26670-Joshua-St-94544/home/1766664","N","579000","","2","0.4","Bowman Elementary School","46.5","37","6","Single Family Residential","Hayward","Hayward","94544","4","2.5","1499","1979","N","",""
"http://www.redfin.com/CA/Oakland/1007-41st-St-94608/unit-442/home/12115648","N","749000","644","1","1.3","Sankofa Academy","74.0","51","6","Condo/Co-op","Oakland","Nobe","94608","3","2.0","1809","2005","N","August-27-2017 02:00 PM","August-27-2017 04:30 PM"
"http://www.redfin.com/CA/Castro-Valley/18404-Lake-Chabot-Rd-94546/home/1047822","N","699000","","9","0.4","Chabot Elementary School","56.9","42","6","Single Family Residential","Castro Valley","Lake Chabot","94546","3","2.0","1462","1955","N","",""
"http://www.redfin.com/CA/Hayward/2518-Oakes-Dr-94542/home/1925105","N","699990","31","6","2.0","Stonebrae Elementary School","50.0","40","6","Single Family Residential","HAYWARD","HAYWARD","94542","4","3.0","2108","1957","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Hayward/22530-3rd-St-94541/unit-200/home/934294","N","459900","325","3","1.3","East Avenue Elementary School","48.4","39","6","Condo/Co-op","Hayward","Downtown Hayward","94541","2","2.0","1200","1994","N","August-27-2017 01:00 PM","August-27-2017 03:30 PM"
"http://www.redfin.com/CA/Berkeley/10-Northampton-Ave-94707/home/1993884","N","835000","","7","0.7","Thousand Oaks Elementary School","85.5","1","6","Single Family Residential","Berkeley","Berkeley Hills","94707","3","2.5","1918","1925","N","",""
"http://www.redfin.com/CA/Dublin/7343-Bedford-Way-94568/home/1165098","N","775000","","9","0.5","Murray Elementary School","52.8","40","6","Single Family Residential","Dublin","Alameda County","94568","4","2.0","1311","1961","N","August-27-2017 02:00 PM","August-27-2017 04:00 PM"
"http://www.redfin.com/CA/Union-City/35047-Lilac-Loop-94587/home/842015","N","748888","","3","1.2","Searles Elementary School","37.0","29","7","Single Family Residential","UNION CITY","UNION CITY","94587","4","2.0","1489","1978","N","August-26-2017 01:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Livermore/815-Ventura-Ave-94551/home/2031996","N","599888","","6","0.2","Marylin Avenue Elementary School","53.1","43","7","Single Family Residential","Livermore","Old North Side","94551","3","1.0","1008","1956","N","",""
"http://www.redfin.com/CA/Oakland/1028-36th-St-94608/home/62528431","N","695000","133","1","0.3","Hoover Elementary School","71.7","51","7","Townhouse","Oakland","Oakland","94608","3","3.0","1420","","N","August-26-2017 02:00 PM","August-26-2017 04:00 PM"
"http://www.redfin.com/CA/Union-City/34005-11th-St-94587/home/527120","N","598000","","3","0.5","Searles Elementary School","38.0","31","7","Single Family Residential","Union City","Decoto District","94587","3","1.0","1262","1920","N","",""
"http://www.redfin.com/CA/Oakland/5415-Walnut-St-94619/home/558821","N","649000","","2","0.5","Melrose Leadership Academy","64.2","49","7","Single Family Residential","OAKLAND","OAKLAND","94619","2","1.5","1378","1926","N","",""
"http://www.redfin.com/CA/Oakland/3225-Bona-St-94601/home/1341227","N","469000","","1","0.4","Fruitvale Elementary School","70.7","48","7","Single Family Residential","Oakland","Upper Fruitvale","94601","2","1.0","1122","1926","N","",""
