"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE"
"MLS Listing","","Single Family Residential","20018 Shadow Creek Cir","Castro Valley","CA","94552","899995","4","2.5","Shadow Creek","2130","4065","1998","4","423","93","Active","","","http://www.redfin.com/CA/Castro-Valley/20018-Shadow-Creek-Cir-94552/home/1368852","EBRD/CCAR/Bay East","40794514","N","Y","37.7008098","-122.0474082"
"MLS Listing","","Single Family Residential","1222 Gomer St","Hayward","CA","94544-4318","574950","3","2.0","Shaefer Park","1210","5320","1956","4","475","","Active","","","http://www.redfin.com/CA/Hayward/1222-Gomer-St-94544/home/1106245","EBRD/CCAR/Bay East","40794512","N","Y","37.6356234","-122.0817383"
"MLS Listing","","Single Family Residential","3312 Jordan Rd","Oakland","CA","94602","739000","3","2.0","Redwood Heights","1380","9845","1941","4","536","","Active","September-3-2017 01:00 PM","September-3-2017 04:00 PM","http://www.redfin.com/CA/Oakland/3312-Jordan-Rd-94602/home/2025667","EBRD/CCAR/Bay East","40794504","N","Y","37.8018248","-122.1933391"
"MLS Listing","","Single Family Residential","1419 Mound St","Alameda","CA","94501","795000","2","1.0","Alameda","1687","5760","1912","4","471","","Active","September-3-2017 02:00 PM","September-3-2017 04:30 PM","http://www.redfin.com/CA/Alameda/1419-Mound-St-94501/home/1954296","San Francisco MLS","461744","N","Y","37.7604803","-122.2339284"
"MLS Listing","","Condo/Co-op","811 York St #327","Oakland","CA","94610","799000","2","2.5","Lakeshore Terrac","1519","","1975","4","526","561","Active","","","http://www.redfin.com/CA/Oakland/811-York-St-94610/unit-327/home/526589","EBRD/CCAR/Bay East","40794496","N","Y","37.8131655","-122.2439603"
"MLS Listing","","Condo/Co-op","6400 Christie Ave #3313","Emeryville","CA","94608","599000","2","2.0","Emeryville","985","","1988","4","608","468","Active","September-2-2017 02:00 PM","September-2-2017 04:00 PM","http://www.redfin.com/CA/Emeryville/6400-Christie-Ave-94608/unit-3313/home/641704","EBRD/CCAR/Bay East","40794483","N","Y","37.845051","-122.295366"
"MLS Listing","","Single Family Residential","1215 106th Ave","Oakland","CA","94603","619000","4","3.0","E Oakland","2400","7500","1910","4","258","","Active","","","http://www.redfin.com/CA/Oakland/1215-106th-Ave-94603/home/1224402","EBRD/CCAR/Bay East","40794477","N","Y","37.7370485","-122.1700594"
"MLS Listing","","Single Family Residential","27898 Pompano Ave","Hayward","CA","94544","525000","3","2.0","Hayward","1000","5000","1954","4","525","","Active","","","http://www.redfin.com/CA/Hayward/27898-Pompano-Ave-94544/home/1019975","EBRD/CCAR/Bay East","40794469","N","Y","37.6265557","-122.0768833"
"MLS Listing","","Condo/Co-op","630 Thomas Berkley Way #101","Oakland","CA","94612","787500","1","1.5","Uptown","1741","","2009","5","452","825","Active","","","http://www.redfin.com/CA/Oakland/630-Thomas-L-Berkley-Way-94612/unit-101/home/143411621","EBRD/CCAR/Bay East","40794461","N","Y","37.8102152","-122.2723917"
"MLS Listing","","Single Family Residential","1518 Russell St","Berkeley","CA","94703","798888","3","2.0","South Berkeley","1196","4360","1925","5","668","","Active","September-3-2017 01:00 PM","September-3-2017 04:00 PM","http://www.redfin.com/CA/Berkeley/1518-Russell-St-94703/home/887904","EBRD/CCAR/Bay East","40794453","N","Y","37.8548486","-122.2784937"
"MLS Listing","","Condo/Co-op","4635 Rothbury Cmn","Fremont","CA","94536","598000","2","2.0","St. James Park","1140","109771","1988","5","525","343","Active","","","http://www.redfin.com/CA/Fremont/4635-Rothbury-Cmn-94536/unit-66/home/1335037","EBRD/CCAR/Bay East","40794452","N","Y","37.5520628","-122.0164998"
"MLS Listing","","Single Family Residential","1166 Roxanne Ave","HAYWARD","CA","94542","525000","3","1.0","HAYWARD","1106","6264","1948","5","475","","Active","","","http://www.redfin.com/CA/Hayward/1166-Roxanne-Ave-94542/home/1000156","MLSListings","ML81675237","N","Y","37.6661091","-122.072132"
"MLS Listing","","Single Family Residential","22555 Cisneros Dr","Hayward","CA","94541","699000","3","2.5","Hayward","1840","5275","2002","5","380","110","Active","","","http://www.redfin.com/CA/Hayward/22555-Cisneros-Dr-94541/home/1277439","EBRD/CCAR/Bay East","40794444","N","Y","37.6866642","-122.0612692"
"MLS Listing","","Single Family Residential","25048 2Nd St","Hayward","CA","94541","599888","3","1.0","Fairview","988","8168","1925","5","607","","Active","","","http://www.redfin.com/CA/Hayward/25048-2nd-St-94541/home/640248","EBRD/CCAR/Bay East","40794443","N","Y","37.6675199","-122.0576099"
"MLS Listing","","Condo/Co-op","1419 Ashby Ave Unit D","Berkeley","CA","94702","549000","3","2.0","San Pablo Park","1016","5558","2012","5","540","225","Active","","","http://www.redfin.com/CA/Berkeley/1419-Ashby-Ave-94702/unit-D/home/50263652","EBRD/CCAR/Bay East","40794431","N","Y","37.8534252","-122.2805089"
"MLS Listing","","Townhouse","1889 Flagstone Dr","UNION CITY","CA","94587","639000","2","2.0","UNION CITY","1140","1735","1997","5","561","216","Active","","","http://www.redfin.com/CA/Union-City/1889-Flagstone-Dr-94587/home/843061","MLSListings","ML81675223","N","Y","37.586918","-122.015232"
"MLS Listing","","Single Family Residential","36830 Munyan St","Newark","CA","94560-3135","689000","4","2.0","Newark","1064","5000","1955","5","648","","Active","","","http://www.redfin.com/CA/Newark/36830-Munyan-St-94560/home/1470948","EBRD/CCAR/Bay East","40794425","N","Y","37.5409446","-122.0293188"
"MLS Listing","","Single Family Residential","19150 Vaughn Ave","Castro Valley","CA","94546","599888","2","1.0","Castro Valley","891","4998","1949","5","673","","Active","","","http://www.redfin.com/CA/Castro-Valley/19150-Vaughn-Ave-94546/home/1732334","EBRD/CCAR/Bay East","40794423","N","Y","37.707026","-122.0811766"
"MLS Listing","","Single Family Residential","5915 Whitney St","Oakland","CA","94609","495000","1","1.0","N Oakland","480","1394","1906","5","1031","","Active","","","http://www.redfin.com/CA/Oakland/5915-Whitney-St-94609/home/530786","EBRD/CCAR/Bay East","40794418","N","Y","37.8447537","-122.2662677"
"MLS Listing","","Single Family Residential","1130 E 20th St","Oakland","CA","94606","799000","4","2.0","Oakland","1712","2500","","5","467","","Active","","","http://www.redfin.com/CA/Oakland/1130-E-20th-St-94606/home/1701786","San Francisco MLS","461719","N","Y","37.7950101","-122.2427354"
"MLS Listing","","Condo/Co-op","3488 Serra Cir","Pleasanton","CA","94588","828000","3","2.5","Alameda","1633","","2017","5","507","211","Active","","","http://www.redfin.com/CA/Pleasanton/3488-Serra-Cir-94588/home/143409611","EBRD/CCAR/Bay East","40794412","N","Y","37.6841944","-121.8961229"
"MLS Listing","","Townhouse","4265 Polaris Ave","Union City","CA","94587-4042","525000","3","1.5","Contempo Townhom","1280","1474","1974","5","410","288","Active","","","http://www.redfin.com/CA/Union-City/4265-Polaris-Ave-94587/home/1474237","EBRD/CCAR/Bay East","40794403","N","Y","37.5835251","-122.0645854"
"MLS Listing","","Single Family Residential","689 46Th St","Oakland","CA","94609","659000","2","1.5","N Oakland","1194","5000","1921","5","552","","Active","","","http://www.redfin.com/CA/Oakland/689-46th-St-94609/home/1869095","EBRD/CCAR/Bay East","40794399","N","Y","37.8343142","-122.2685223"
"MLS Listing","","Single Family Residential","3261 Shannon Ct","Hayward","CA","94541","699000","4","2.0","Fairview Distric","1325","6560","1986","5","528","","Active","","","http://www.redfin.com/CA/Hayward/3261-Shannon-Ct-94541/home/971590","EBRD/CCAR/Bay East","40794395","N","Y","37.6840708","-122.0490864"
"MLS Listing","","Single Family Residential","2435 Sacramento St","Berkeley","CA","94702","729000","2","1.0","Berkeley","1215","4183","1923","5","600","","Active","September-3-2017 02:00 PM","September-3-2017 04:00 PM","http://www.redfin.com/CA/Berkeley/2435-Sacramento-St-94702/home/671288","EBRD/CCAR/Bay East","40794391","N","Y","37.8628659","-122.280806"
"MLS Listing","","Single Family Residential","378 Aloha Dr","San Leandro","CA","94578","599950","3","1.5","Alameda County","1195","5000","1954","5","502","","Active","","","http://www.redfin.com/CA/San-Leandro/378-Aloha-Dr-94578/home/1281488","EBRD/CCAR/Bay East","40794333","N","Y","37.6945042","-122.1399008"
"MLS Listing","","Single Family Residential","854 Pine St","Livermore","CA","94551","499000","3","2.0","North Livermore","1144","6627","1964","5","436","","Active","","","http://www.redfin.com/CA/Livermore/854-Pine-St-94551/home/1874452","EBRD/CCAR/Bay East","40794372","N","Y","37.6886199","-121.7874289"
"MLS Listing","","Condo/Co-op","260 Caldecott Ln #113","Oakland","CA","94618-2414","549980","2","2.0","Parkwoods","1119","","1997","5","491","491","Active","","","http://www.redfin.com/CA/Oakland/260-Caldecott-Ln-94618/unit-113/home/1690332","EBRD/CCAR/Bay East","40794361","N","Y","37.858837","-122.22089"
"MLS Listing","","Townhouse","2039 Galloway Cmn","Livermore","CA","94551","630000","3","2.5","Spring Valley","1464","2392","1988","5","430","245","Active","","","http://www.redfin.com/CA/Livermore/2039-Galloway-Cmn-94551/home/1347700","EBRD/CCAR/Bay East","40794355","N","Y","37.717251","-121.747308"
"MLS Listing","","Single Family Residential","28695 Roanoke St","Hayward","CA","94544","749000","4","3.0","Central Hayward","1968","5040","1960","5","381","","Active","","","http://www.redfin.com/CA/Hayward/28695-Roanoke-St-94544/home/1486040","EBRD/CCAR/Bay East","40794347","N","Y","37.6290923","-122.0626677"
"MLS Listing","","Single Family Residential","1018 4th Ave #113","Oakland","CA","94606","579000","1","1.0","Clinton","940","","1975","5","616","340","Active","","","http://www.redfin.com/CA/Oakland/1018-4th-Ave-94606/unit-113/home/22957541","EBRD/CCAR/Bay East","40794345","N","Y","37.7947942","-122.2570463"
"MLS Listing","","Townhouse","603 Morgan Cmn","Livermore","CA","94551","495000","3","1.5","Peppertree","1241","1451","1986","5","399","355","Active","","","http://www.redfin.com/CA/Livermore/603-Morgan-Cmn-94551/home/1929981","EBRD/CCAR/Bay East","40794342","N","Y","37.689197","-121.767487"
"MLS Listing","","Condo/Co-op","1524 BRUNSWIG Ln","Emeryville","CA","94608","750000","2","2.5","Emeryville","1464","","2006","5","512","406","Active","September-3-2017 02:00 PM","September-3-2017 04:30 PM","http://www.redfin.com/CA/Emeryville/1524-Brunswig-Ln-94608/home/12115251","EBRD/CCAR/Bay East","40794332","N","Y","37.83643","-122.29266"
"MLS Listing","","Single Family Residential","1128 Walnut St","Berkeley","CA","94707","895000","3","1.0","North Berkeley","1510","5720","1918","5","593","","Active","","","http://www.redfin.com/CA/Berkeley/1128-Walnut-St-94707/home/1245709","EBRD/CCAR/Bay East","40794330","N","Y","37.887102","-122.269364"
"MLS Listing","","Single Family Residential","193 Misty Cir","Livermore","CA","94550","850000","3","2.5","The Cottages at Vineyard Crossin","1762","2119","2015","5","482","84","Active","","","http://www.redfin.com/CA/Livermore/193-Misty-Cir-94550/home/109250996","EBRD/CCAR/Bay East","40794325","N","Y","37.7005381","-121.7177111"
"MLS Listing","","Single Family Residential","3270 LIBERTY Ave","Alameda","CA","94501","895000","3","1.0","Fernside","1410","4600","1912","5","635","","Active","September-3-2017 02:00 PM","September-3-2017 04:00 PM","http://www.redfin.com/CA/Alameda/3270-Liberty-Ave-94501/home/721802","EBRD/CCAR/Bay East","40794324","N","Y","37.757678","-122.2283704"
"MLS Listing","","Condo/Co-op","40425 Chapel Way #309","Fremont","CA","94538","493000","2","2.0","Park Place","1052","108029","1983","5","469","435","Active","","","http://www.redfin.com/CA/Fremont/40425-Chapel-Way-94538/unit-309/home/1539547","EBRD/CCAR/Bay East","40794317","N","Y","37.538791","-121.958841"
"MLS Listing","","Condo/Co-op","2436 Sebastopol #1","Hayward","CA","94542","460000","2","2.0","University Hills","888","218066","1984","5","518","353","Active","","","http://www.redfin.com/CA/Hayward/2436-Sebastopol-Ln-94542/unit-1/home/1526277","EBRD/CCAR/Bay East","40794316","N","Y","37.65682","-122.050129"
"MLS Listing","","Single Family Residential","38397 Nebo Dr","Fremont","CA","94536-1828","835000","3","2.0","Niles Crest","1120","5300","1956","5","746","","Active","","","http://www.redfin.com/CA/Fremont/38397-Nebo-Dr-94536/home/1917445","EBRD/CCAR/Bay East","40794315","N","Y","37.5776974","-121.9621811"
"MLS Listing","","Single Family Residential","2641 Royal Ann Dr","Union City","CA","94587","819950","4","2.0","Alvarado","1544","6500","1973","6","531","","Active","September-2-2017 01:00 PM","September-2-2017 04:00 PM","http://www.redfin.com/CA/Union-City/2641-Royal-Ann-Dr-94587/home/1971149","EBRD/CCAR/Bay East","40794303","N","Y","37.581854","-122.0277247"
"MLS Listing","","Single Family Residential","25124 Del Mar Ave","HAYWARD","CA","94542","589000","3","2.0","HAYWARD","1081","4375","1965","6","545","","Active","","","http://www.redfin.com/CA/Hayward/25124-Del-Mar-Ave-94542/home/110069478","MLSListings","ML81675114","N","Y","37.6590434","-122.0706338"
"MLS Listing","","Condo/Co-op","6363 christie #2323","Emeryville","CA","94608","468000","1","1.0","Pacific Pk Plaza","768","","1984","6","609","378","Active","","","http://www.redfin.com/CA/Emeryville/6363-Christie-Ave-94608/unit-2323/home/639659","EBRD/CCAR/Bay East","40794298","N","Y","37.841961","-122.2964449"
"MLS Listing","","Single Family Residential","4168 BISHOP PINE Way","Livermore","CA","94551","619000","3","2.0","Springpines","1224","5712","1986","6","506","78","Active","","","http://www.redfin.com/CA/Livermore/4168-Bishop-Pine-Way-94551/home/1424357","EBRD/CCAR/Bay East","40794296","N","Y","37.7124736","-121.7497621"
"MLS Listing","","Single Family Residential","361 N Livermore Ave","Livermore","CA","94551","729000","4","2.0","Livermore","1645","7500","1926","6","443","","Active","","","http://www.redfin.com/CA/Livermore/361-N-Livermore-Ave-94551/home/1206749","EBRD/CCAR/Bay East","40794291","N","Y","37.6858956","-121.7709935"
"MLS Listing","","Single Family Residential","3154 Kelly St","Hayward","CA","94541","599000","4","2.0","Fairview","1284","6420","1963","6","467","","Active","","","http://www.redfin.com/CA/Hayward/3154-Kelly-St-94541/home/1947406","EBRD/CCAR/Bay East","40794288","N","Y","37.6858584","-122.0509209"
"MLS Listing","","Condo/Co-op","2476 Martin Luther King Jr Way","Berkeley","CA","94704","579000","2","2.0","Central Berkeley","912","","2003","6","635","213","Active","September-3-2017 02:00 PM","September-3-2017 04:00 PM","http://www.redfin.com/CA/Berkeley/2476-Martin-Luther-King-Junior-Way-94704/home/45493748","EBRD/CCAR/Bay East","40794284","N","Y","37.8635504","-122.2723602"
"MLS Listing","","Single Family Residential","3274 Red Leaf Ct","Hayward","CA","94542","769950","4","3.0","Highlands","2288","8192","1968","6","337","","Active","","","http://www.redfin.com/CA/Hayward/3274-Red-Leaf-Ct-94542/home/815935","EBRD/CCAR/Bay East","40794279","N","Y","37.6533487","-122.0362597"
"MLS Listing","","Single Family Residential","8173 Tamarack Dr","Dublin","CA","94568","795000","4","2.0","Village Parkway","1547","6999","1961","6","514","","Active","","","http://www.redfin.com/CA/Dublin/8173-Tamarack-Dr-94568/home/1165234","EBRD/CCAR/Bay East","40794275","N","Y","37.71744","-121.9329395"
"MLS Listing","","Townhouse","7830 Creekside Dr","Pleasanton","CA","94588","780000","3","2.5","Gold Creek","1792","2303","1991","6","435","375","Active","","","http://www.redfin.com/CA/Pleasanton/7830-Creekside-Dr-94588/home/1692788","EBRD/CCAR/Bay East","40794274","N","Y","37.688646","-121.927294"
"MLS Listing","","Single Family Residential","1245 Cedar St","Berkeley","CA","94702","849000","3","2.0","N Berkeley","1600","5000","1908","6","531","","Active","September-2-2017 02:00 PM","September-2-2017 04:00 PM","http://www.redfin.com/CA/Berkeley/1245-Cedar-St-94702/home/1290142","EBRD/CCAR/Bay East","40794269","N","Y","37.8760182","-122.2893576"
"MLS Listing","","Single Family Residential","1434 Roselli Dr","Livermore","CA","94550","689000","3","2.0","Sunset West","1484","6000","1965","6","464","","Active","","","http://www.redfin.com/CA/Livermore/1434-Roselli-Dr-94550/home/1530799","EBRD/CCAR/Bay East","40794266","N","Y","37.6649296","-121.7854515"
"MLS Listing","","Single Family Residential","1659 46Th Ave","Oakland","CA","94601","475000","6","3.5","Fruitvale Area","2573","4025","1910","6","185","","Active","","","http://www.redfin.com/CA/Oakland/1659-46th-Ave-94601/home/1904598","EBRD/CCAR/Bay East","40794256","N","Y","37.7728054","-122.2104758"
"MLS Listing","","Single Family Residential","","Oakland","CA","94601","598000","3","2.0","Fruitvale","1544","3136","1910","6","387","","Active","","","http://www.redfin.com/CA/Oakland/Undisclosed-address-94601/home/1096502","EBRD/CCAR/Bay East","40794252","N","Y","37.7759027","-122.2206578"
"MLS Listing","","Single Family Residential","26260 Eldridge Ave","Hayward","CA","94544","549800","3","1.0","Schafer Park","1077","5130","1954","6","510","","Active","","","http://www.redfin.com/CA/Hayward/26260-Eldridge-Ave-94544/home/1504544","EBRD/CCAR/Bay East","40794246","N","Y","37.6418519","-122.0904344"
"MLS Listing","","Single Family Residential","1412 Alcatraz Ave","Berkeley","CA","94702","675000","2","1.0","Berkeley","1050","3300","1914","6","643","","Active","","","http://www.redfin.com/CA/Berkeley/1412-Alcatraz-Ave-94702/home/647619","CRISNet","SR17194593","N","Y","37.847326","-122.278908"
"MLS Listing","","Single Family Residential","14278 Trinidad Rd","San Leandro","CA","94577","629000","3","2.0","Marina Faire","1500","5400","1962","6","419","","Active","","","http://www.redfin.com/CA/San-Leandro/14278-Trinidad-Rd-94577/home/799458","EBRD/CCAR/Bay East","40794241","N","Y","37.6944745","-122.1767547"
"MLS Listing","","Single Family Residential","1215 Asbury Ct","San Leandro","CA","94579","575000","3","1.0","Washington Manor","1081","5673","1951","6","532","","Active","","","http://www.redfin.com/CA/San-Leandro/1215-Asbury-Ct-94579/home/814673","EBRD/CCAR/Bay East","40794240","N","Y","37.7035376","-122.1579931"
"MLS Listing","","Single Family Residential","1531 8th St","Oakland","CA","94607","599000","4","2.0","West Oakland","1263","2250","1895","6","474","","Active","","","http://www.redfin.com/CA/Oakland/1531-8th-St-94607/home/525087","EBRD/CCAR/Bay East","40794238","N","Y","37.8065981","-122.2964737"
"MLS Listing","","Single Family Residential","24678 Broadmore Ave","Hayward","CA","94544","535000","3","2.0","Parkmead","1360","5040","1956","6","393","","Active","","","http://www.redfin.com/CA/Hayward/24678-Broadmore-Ave-94544/home/990926","EBRD/CCAR/Bay East","40794237","N","Y","37.6528866","-122.0963842"
"MLS Listing","","Single Family Residential","1176 66th St","Oakland","CA","94608","695000","2","1.0","N Oakland","793","900","2017","6","876","310","Active","September-2-2017 12:00 PM","September-2-2017 04:00 PM","http://www.redfin.com/CA/Oakland/1176-66th-St-94608/home/143400516","EBRD/CCAR/Bay East","40794231","N","Y","37.848983","-122.2877255"
"MLS Listing","","Single Family Residential","6832 Tiffany Cmn","Livermore","CA","94551","699950","4","2.5","Maralisa Courtyd","1747","3760","1999","6","401","120","Active","","","http://www.redfin.com/CA/Livermore/6832-Tiffany-Cmn-94551/home/1440574","EBRD/CCAR/Bay East","40794229","N","Y","37.7234433","-121.721769"
"MLS Listing","","Single Family Residential","267 Durant Ave","San Leandro","CA","94577","575000","3","1.0","Broadmoor","1383","6000","1926","6","416","","Active","","","http://www.redfin.com/CA/San-Leandro/267-Durant-Ave-94577/home/1567790","EBRD/CCAR/Bay East","40794227","N","Y","37.7373163","-122.1607037"
"MLS Listing","","Single Family Residential","4825 Los Arboles Pl","FREMONT","CA","94536","868000","4","2.0","FREMONT","1583","4660","1970","6","548","","Active","","","http://www.redfin.com/CA/Fremont/4825-Los-Arboles-Pl-94536/home/1271830","MLSListings","ML81675022","N","Y","37.5448479","-122.0093518"
"MLS Listing","","Single Family Residential","22724 Lorand Way","Hayward","CA","94541","599950","2","2.0","Hayward Hills","1148","5500","1948","6","523","","Active","","","http://www.redfin.com/CA/Hayward/22724-Lorand-Way-94541/home/961280","EBRD/CCAR/Bay East","40794212","N","Y","37.6833711","-122.0614247"
"MLS Listing","","Single Family Residential","868 Berryessa Ct","Livermore","CA","94511","685000","3","2.5","Creekside","1478","2806","2002","6","463","","Active","","","http://www.redfin.com/CA/Livermore/868-Berryessa-Ct-94551/home/1130719","EBRD/CCAR/Bay East","40794210","N","Y","37.7143209","-121.7183343"
"MLS Listing","","Single Family Residential","2446 Lancaster Ct","Hayward","CA","94542","799000","3","2.0","Woodland Estates","1645","12322","1958","6","486","31","Active","","","http://www.redfin.com/CA/Hayward/2446-Lancaster-Ct-94542/home/1875500","EBRD/CCAR/Bay East","40794205","N","Y","37.6658637","-122.0529038"
"MLS Listing","","Single Family Residential","5070 Rahlves Dr","Castro Valley","CA","94546","725000","4","3.0","Castro Valley","1800","5814","1953","6","403","","Active","","","http://www.redfin.com/CA/Castro-Valley/5070-Rahlves-Dr-94546/home/1346773","EBRD/CCAR/Bay East","40794203","N","Y","37.708887","-122.0620019"
"MLS Listing","","Townhouse","3238 Monika Ln","HAYWARD","CA","94541","549000","3","2.5","HAYWARD","1720","1362","1980","6","319","436","Active","","","http://www.redfin.com/CA/Hayward/3238-Monika-Ln-94541/home/957350","MLSListings","ML81674981","N","Y","37.6893361","-122.0528695"
"MLS Listing","","Single Family Residential","4621 CAPITAN Dr","Fremont","CA","94536","850000","3","2.0","Cabrillo Park","1148","5400","1957","6","740","","Active","","","http://www.redfin.com/CA/Fremont/4621-Capitan-Dr-94536/home/527637","EBRD/CCAR/Bay East","40794200","N","Y","37.5584829","-122.0287621"
"MLS Listing","","Condo/Co-op","4843 Perugia St","Dublin","CA","94568","699000","2","2.5","Dublin Ranch","1435","","2011","6","487","385","Active","","","http://www.redfin.com/CA/Dublin/4843-Perugia-St-94568/home/40087508","EBRD/CCAR/Bay East","40794198","N","Y","37.711579","-121.864304"
"MLS Listing","","Townhouse","22584 Amador St #2","Hayward","CA","94541-6279","578000","3","2.5","Hayward","1542","1286","2011","6","375","211","Active","","","http://www.redfin.com/CA/Hayward/22584-Amador-St-94541/unit-2/home/22671232","EBRD/CCAR/Bay East","40794195","N","Y","37.6654851","-122.0999604"
"MLS Listing","","Condo/Co-op","3329 Monaghan St","Dublin","CA","94568","639000","2","2.0","Dublin Ranch Vlg","1532","","2004","6","417","245","Active","","","http://www.redfin.com/CA/Dublin/3329-Monaghan-St-94568/home/1018344","EBRD/CCAR/Bay East","40794190","N","Y","37.7082089","-121.861401"
"MLS Listing","","Single Family Residential","17260 Via El Cerrito","San Lorenzo","CA","94580","632888","3","1.5","San Lorenzo Vilg","1451","5200","1950","7","436","10","Active","","","http://www.redfin.com/CA/San-Lorenzo/17260-Via-El-Cerrito-94580/home/932007","EBRD/CCAR/Bay East","40794181","N","Y","37.6685389","-122.1343975"
"MLS Listing","","Single Family Residential","458 Olive St","San Leandro","CA","94578","559000","3","2.0","Ashland District","1168","5022","1947","7","479","","Active","","","http://www.redfin.com/CA/San-Leandro/458-Olive-St-94578/home/1387493","EBRD/CCAR/Bay East","40794178","N","Y","37.6984038","-122.134108"
"MLS Listing","","Single Family Residential","675 8th St #11","Oakland","CA","94607","489000","1","1.5","Downtown","688","","2002","7","711","348","Active","","","http://www.redfin.com/CA/Oakland/675-8th-St-94607/unit-11/home/22956782","EBRD/CCAR/Bay East","40794164","N","Y","37.8021774","-122.2790717"
"MLS Listing","","Single Family Residential","4528 Delores Dr","Union City","CA","94587","850000","3","2.0","Union City","1476","6600","1972","7","576","","Active","","","http://www.redfin.com/CA/Union-City/4528-Delores-Dr-94587/home/739675","EBRD/CCAR/Bay East","40794160","N","Y","37.5794644","-122.06795"
"MLS Listing","","Single Family Residential","31361 San Andreas Dr","UNION CITY","CA","94587","798000","4","2.0","UNION CITY","1675","5500","1969","7","476","","Active","September-2-2017 01:00 PM","September-2-2017 04:00 PM","http://www.redfin.com/CA/Union-City/31361-San-Andreas-Dr-94587/home/1877841","MLSListings","ML81674918","N","Y","37.5940468","-122.0587867"
"MLS Listing","","Single Family Residential","15683 Hebron Ct","San Leandro","CA","94579","708800","3","3.0","Washington Manor","1788","5346","1958","7","396","","Active","","","http://www.redfin.com/CA/San-Leandro/15683-Hebron-Ct-94579/home/800348","EBRD/CCAR/Bay East","40794144","N","Y","37.6774456","-122.1519725"
"MLS Listing","","Single Family Residential","763 Misty Cir","Livermore","CA","94550","828000","4","3.0","The Cottages at Vineyard Crossin","2079","2738","2015","7","398","84","Active","","","http://www.redfin.com/CA/Livermore/763-Misty-Cir-94550/home/108460228","EBRD/CCAR/Bay East","40794138","N","Y","37.7009865","-121.716616"
"MLS Listing","","Single Family Residential","3839 Monterey Blvd","San Leandro","CA","94578","599000","3","2.0","Floresta Gardens","1549","5130","1954","7","387","","Active","","","http://www.redfin.com/CA/San-Leandro/3839-Monterey-Blvd-94578/home/775266","EBRD/CCAR/Bay East","40794137","N","Y","37.6965783","-122.1443969"
"MLS Listing","","Single Family Residential","37068 Saint Christopher St","Newark","CA","94560","818000","3","3.0","Newark","1416","6223","1965","7","578","","Active","September-2-2017 02:00 PM","September-2-2017 05:00 PM","http://www.redfin.com/CA/Newark/37068-Saint-Christopher-St-94560/home/1984592","EBRD/CCAR/Bay East","40794130","N","Y","37.5435517","-122.0235632"
"MLS Listing","","Single Family Residential","525 Dolores Ave","San Leandro","CA","94577","599000","2","1.0","Downtown","1136","5720","1946","7","527","","Active","","","http://www.redfin.com/CA/San-Leandro/525-Dolores-Ave-94577/home/760624","EBRD/CCAR/Bay East","40794123","N","Y","37.723882","-122.1481722"
"MLS Listing","","Single Family Residential","5781 Adeline St","Oakland","CA","94608","850000","3","1.0","N Oakland","1183","3690","1924","7","719","","Active","","","http://www.redfin.com/CA/Oakland/5781-Adeline-St-94608/home/530832","EBRD/CCAR/Bay East","40794120","N","Y","37.8429953","-122.2740801"
"MLS Listing","","Single Family Residential","40300 Fremont Blvd","Fremont","CA","94538","899000","4","2.0","Irvington Area","1514","6032","1979","7","594","","Active","","","http://www.redfin.com/CA/Fremont/40300-Fremont-Blvd-94538/home/546220","EBRD/CCAR/Bay East","40794118","N","Y","37.5390405","-121.9692503"
"MLS Listing","","Single Family Residential","373 4Th St Unit 2B","Oakland","CA","94607","829000","1","1.0","Jack London Sq","1400","8234","1909","7","592","492","Active","","","http://www.redfin.com/CA/Oakland/373-4th-St-94607/unit-2B/home/17929519","EBRD/CCAR/Bay East","40794116","N","Y","37.7966729","-122.2738131"
"MLS Listing","","Single Family Residential","753 Central Ave","ALAMEDA","CA","94501","799000","2","1.5","ALAMEDA","1438","5106","1920","7","556","","Active","","","http://www.redfin.com/CA/Alameda/753-Central-Ave-94501/home/729447","MLSListings","ML81674863","N","Y","37.7716698","-122.2743659"
"MLS Listing","","Single Family Residential","3999 Whittle Ave","Oakland","CA","94602","749000","3","2.0","Oakmore","1300","5375","1920","7","576","","Active","September-2-2017 01:00 PM","September-2-2017 05:00 PM","http://www.redfin.com/CA/Oakland/3999-Whittle-Ave-94602/home/980099","EBRD/CCAR/Bay East","40794097","N","Y","37.8055442","-122.2096488"
"MLS Listing","","Townhouse","1767 Paseo Laguna Seco","Livermore","CA","94551","475000","2","1.5","Livermore Downs","1062","","1984","7","447","315","Active","","","http://www.redfin.com/CA/Livermore/1767-Paseo-Laguna-Seco-94551/home/1822414","EBRD/CCAR/Bay East","40794089","N","Y","37.696332","-121.781225"
"MLS Listing","","Single Family Residential","721 Matoza Ln","San Leandro","CA","94577","748000","4","2.5","Cherrywood","1946","3500","2001","7","384","120","Active","","","http://www.redfin.com/CA/San-Leandro/721-Matoza-Ln-94577/home/943182","EBRD/CCAR/Bay East","40794084","N","Y","37.7300642","-122.1703515"
