"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE"
"MLS Listing","","Single Family Residential","7760 Driftwood Ter","GILROY","CA","95020","629000","3","2.0","GILROY","1503","7500","1963","5","418","","Active","","","http://www.redfin.com/CA/Gilroy/7760-Driftwood-Ter-95020/home/752622","MLSListings","ML81675137","N","Y","37.0091835","-121.5934193"
"MLS Listing","","Townhouse","103 Sapphire Ln","MORGAN HILL","CA","95037","685000","3","3.0","MORGAN HILL","1821","1292","2015","5","376","300","Active","","","http://www.redfin.com/CA/Morgan-Hill/103-Sapphire-Ln-95037/home/112869166","MLSListings","ML81674038","N","Y","37.1443663","-121.6626966"
"MLS Listing","","Townhouse","1520 Marburg Way","SAN JOSE","CA","95133","720000","3","2.5","SAN JOSE","1663","1270","2006","5","433","275","Active","","","http://www.redfin.com/CA/San-Jose/1520-Marburg-Way-95133/home/12181902","MLSListings","ML81675130","N","Y","37.356401","-121.867158"
"MLS Listing","","Townhouse","4647 Pinto River Ct","SAN JOSE","CA","95136","650000","4","2.5","SAN JOSE","1760","1848","1977","5","369","375","Active","","","http://www.redfin.com/CA/San-Jose/4647-Pinto-River-Ct-95136/home/1202907","MLSListings","ML81675125","N","Y","37.264202","-121.861213"
"MLS Listing","","Condo/Co-op","1921 Rock St #3","MOUNTAIN VIEW","CA","94043","819000","2","1.5","MOUNTAIN VIEW","972","486","1974","6","843","487","Active","","","http://www.redfin.com/CA/Mountain-View/1921-Rock-St-94043/unit-3/home/620483","MLSListings","ML81675111","N","Y","37.4120545","-122.0879395"
"MLS Listing","","Single Family Residential","2889 Agate Dr","Santa Clara","CA","95051","885000","3","1.5","Santa Clara","897","5940","1954","6","987","","Active","","","http://www.redfin.com/CA/Santa-Clara/2889-Agate-Dr-95051/home/1440407","CRMLS","SW17195037","N","Y","37.3700423","-121.9793498"
"MLS Listing","","Single Family Residential","2930 Tobin Dr","SAN JOSE","CA","95132","880000","3","1.5","SAN JOSE","1042","7200","1971","6","845","","Active","","","http://www.redfin.com/CA/San-Jose/2930-Tobin-Dr-95132/home/1123453","MLSListings","ML81675098","N","Y","37.4048087","-121.869472"
"MLS Listing","","Townhouse","1282 Tea Rose Cir","SAN JOSE","CA","95131","798000","2","2.5","SAN JOSE","1543","435","1993","6","517","243","Active","","","http://www.redfin.com/CA/San-Jose/1282-Tea-Rose-Cir-95131/home/1322877","MLSListings","ML81675090","N","Y","37.3870815","-121.8932832"
"MLS Listing","","Condo/Co-op","4716 Capay Dr #3","SAN JOSE","CA","95118","468000","2","1.0","SAN JOSE","903","6313","1970","6","518","319","Active","","","http://www.redfin.com/CA/San-Jose/4716-Capay-Dr-95118/unit-3/home/555802","MLSListings","ML81675083","N","Y","37.2590743","-121.8884699"
"MLS Listing","","Single Family Residential","7490 Santa Theresa Dr","GILROY","CA","95020","663999","3","2.0","GILROY","1540","7950","1978","6","431","","Active","","","http://www.redfin.com/CA/Gilroy/Undisclosed-address-95020/home/1024738","MLSListings","ML81675076","N","Y","37.0045375","-121.5836887"
"MLS Listing","","Condo/Co-op","2581 Alveswood Cir","SAN JOSE","CA","95131","558000","2","2.0","SAN JOSE","1178","805","1989","6","474","588","Active","","","http://www.redfin.com/CA/San-Jose/2581-Alveswood-Cir-95131/home/1641734","MLSListings","ML81675074","N","Y","37.4031329","-121.883723"
"MLS Listing","","Single Family Residential","5964 Indian Ave","SAN JOSE","CA","95123","898000","5","3.0","SAN JOSE","2074","6000","1968","6","433","","Active","","","http://www.redfin.com/CA/San-Jose/5964-Indian-Ave-95123/home/1241066","MLSListings","ML81675070","N","Y","37.2398534","-121.8440263"
"MLS Listing","","Condo/Co-op","1128 Kayellen Ct","SAN JOSE","CA","95125","759000","2","2.5","SAN JOSE","1338","1200","1985","6","567","500","Active","","","http://www.redfin.com/CA/San-Jose/1128-Kayellen-Ct-95125/home/1067230","MLSListings","ML81675066","N","Y","37.3126488","-121.8912086"
"MLS Listing","","Condo/Co-op","20790 4th St #7","SARATOGA","CA","95070","879000","2","2.0","SARATOGA","1158","1158","1970","6","759","519","Active","","","http://www.redfin.com/CA/Saratoga/20790-4th-St-95070/unit-7/home/909789","MLSListings","ML81674545","Y","Y","37.2575305","-122.0374592"
"MLS Listing","","Condo/Co-op","2255 Showers Dr #141","MOUNTAIN VIEW","CA","94040","869000","2","2.0","MOUNTAIN VIEW","1051","980","1999","6","827","347","Active","","","http://www.redfin.com/CA/Mountain-View/2255-Showers-Dr-94040/unit-141/home/2121469","MLSListings","ML81675031","N","Y","37.4072721","-122.1080943"
"MLS Listing","","Single Family Residential","1833 Bermuda Way #1833","SAN JOSE","CA","95122","620000","3","2.0","SAN JOSE","1283","5150","1965","6","483","","Active","","","http://www.redfin.com/CA/San-Jose/1833-Bermuda-Way-95122/unit-1833/home/143400246","MLSListings","ML81675027","N","Y","37.3313441","-121.8327533"
"MLS Listing","","Condo/Co-op","7003 Rodling Dr Unit F","SAN JOSE","CA","95138","615000","3","3.0","SAN JOSE","1335","946","1992","6","461","305","Active","","","http://www.redfin.com/CA/San-Jose/7003-Rodling-Dr-95138/unit-F/home/1331921","MLSListings","ML81675019","N","Y","37.2345789","-121.766458"
"MLS Listing","","Condo/Co-op","2250 Monroe St #206","SANTA CLARA","CA","95050","480000","1","1.0","SANTA CLARA","716","716","1987","6","670","370","Active","September-3-2017 01:30 PM","September-3-2017 04:00 PM","http://www.redfin.com/CA/Santa-Clara/2250-Monroe-St-95050/unit-206/home/1053858","MLSListings","ML81675014","N","Y","37.3620091","-121.9637889"
"MLS Listing","","Single Family Residential","945 Cinnabar St","SAN JOSE","CA","95126","639000","2","1.0","SAN JOSE","1160","2945","1905","6","551","","Active","","","http://www.redfin.com/CA/San-Jose/945-Cinnabar-St-95126/home/1198425","MLSListings","ML81675004","N","Y","37.3345522","-121.9094204"
"MLS Listing","","Townhouse","1413 Millich Ct","SAN JOSE","CA","95117","739000","2","2.0","SAN JOSE","1056","1344","1972","6","700","250","Active","","","http://www.redfin.com/CA/San-Jose/1413-Millich-Ct-95117/home/1614739","MLSListings","ML81674986","N","Y","37.2991848","-121.9592305"
"MLS Listing","","Condo/Co-op","71 Roberts Rd #5","LOS GATOS","CA","95032","828000","2","2.0","LOS GATOS","1154","","1985","6","718","460","Active","","","http://www.redfin.com/CA/Los-Gatos/71-Roberts-Rd-95032/unit-5/home/1712478","MLSListings","ML81674976","Y","Y","37.2329719","-121.976665"
"New Construction Plan","","Single Family Residential","Plan 3","Morgan Hill","CA","95037","699000","4","3.5","Monterey Parque","2086","","","","335","","Active","","","http://www.redfin.com/CA/Morgan-Hill/Monterey-Parque/Plan-3/home/142961127","NewHomeSource.com","Plan-21414369","N","Y","37.137215","-121.660196"
"MLS Listing","","Single Family Residential","1309 Dahlia Loop","SAN JOSE","CA","95126","898000","3","2.5","SAN JOSE","1367","1773","2006","6","657","185","Active","","","http://www.redfin.com/CA/San-Jose/1309-Dahlia-Loop-95126/home/17291921","MLSListings","ML81674965","N","Y","37.3487391","-121.9281056"
"MLS Listing","","Condo/Co-op","1263 Westbury Dr","SAN JOSE","CA","95131","799999","3","2.5","SAN JOSE","1376","2276","2009","6","581","150","Active","","","http://www.redfin.com/CA/San-Jose/1263-Westbury-Dr-95131/home/28894966","MLSListings","ML81674955","N","Y","37.395307","-121.902523"
"MLS Listing","","Single Family Residential","5830 Laguna Seca Way","SAN JOSE","CA","95123","860000","4","2.0","SAN JOSE","1516","6000","1963","6","567","","Active","","","http://www.redfin.com/CA/San-Jose/5830-Laguna-Seca-Way-95123/home/865819","MLSListings","ML81674953","N","Y","37.2440843","-121.8404102"
"MLS Listing","","Condo/Co-op","1175 Foxchase Dr","SAN JOSE","CA","95123","498000","1","1.0","SAN JOSE","1021","","1984","7","488","458","Active","","","http://www.redfin.com/CA/San-Jose/1175-Foxchase-Dr-95123/home/1478020","MLSListings","ML81674943","N","Y","37.253502","-121.873313"
"MLS Listing","","Condo/Co-op","102 Cherry Wood Ct","LOS GATOS","CA","95032","860000","2","2.0","LOS GATOS","1461","2040","1972","7","589","358","Active","","","http://www.redfin.com/CA/Los-Gatos/102-Cherry-Wood-Ct-95032/home/1494567","MLSListings","ML81674934","N","Y","37.2630865","-121.9737474"
"MLS Listing","","Single Family Residential","259 Vineyard Dr","SAN JOSE","CA","95119","789000","4","2.0","SAN JOSE","1308","6000","1970","7","603","","Active","","","http://www.redfin.com/CA/San-Jose/259-Vineyard-Dr-95119/home/1008432","MLSListings","ML81673103","N","Y","37.2273061","-121.7868565"
"MLS Listing","","Single Family Residential","593 Orvis Ave","SAN JOSE","CA","95112","789000","2","2.0","SAN JOSE","960","4678","1912","7","822","","Active","","","http://www.redfin.com/CA/San-Jose/593-Orvis-Ave-95112/home/1038297","MLSListings","ML81674907","N","Y","37.3308438","-121.8701007"
"MLS Listing","","Condo/Co-op","5506 Sean Cir #112","SAN JOSE","CA","95123","460000","2","1.0","SAN JOSE","997","3600","1979","7","461","393","Active","","","http://www.redfin.com/CA/San-Jose/5506-Sean-Cir-95123/unit-112/home/143393634","MLSListings","ML81674323","N","Y","37.252952","-121.828969"
"MLS Listing","","Single Family Residential","2707 Valley Heights Dr","SAN JOSE","CA","95133","879888","4","2.0","SAN JOSE","1590","6240","1969","7","553","","Active","","","http://www.redfin.com/CA/San-Jose/2707-Valley-Heights-Dr-95133/home/602576","MLSListings","ML81674882","N","Y","37.378048","-121.84945"
"MLS Listing","","Condo/Co-op","3242 Kimber Ct #43","SAN JOSE","CA","95124","489000","2","1.0","SAN JOSE","886","1148","1977","7","552","315","Active","","","http://www.redfin.com/CA/San-Jose/3242-Kimber-Ct-95124/unit-43/home/973733","MLSListings","ML81674865","N","Y","37.264988","-121.921774"
"MLS Listing","","Townhouse","865 Carlisle Way #122","SUNNYVALE","CA","94087","895000","2","2.5","SUNNYVALE","1120","2200","2007","7","799","325","Active","","","http://www.redfin.com/CA/Sunnyvale/865-Carlisle-Way-94087/unit-122/home/17289117","MLSListings","ML81674857","N","Y","37.3491049","-122.0154838"
"MLS Listing","","Condo/Co-op","835 Bing Dr #29","Santa Clara","CA","95051","499000","1","1.0","Santa Clara","735","770","1973","7","679","430","Active","","","http://www.redfin.com/CA/Santa-Clara/835-Bing-Dr-95051/unit-29/home/736417","EBRD/CCAR/Bay East","40794092","N","Y","37.338935","-121.9927074"
"MLS Listing","","Single Family Residential","2951 Vineyard Park Dr","SAN JOSE","CA","95148","859999","4","2.5","SAN JOSE","1955","3000","1998","7","440","94","Active","","","http://www.redfin.com/CA/San-Jose/2951-Vineyard-Park-Dr-95148/home/679478","MLSListings","ML81674837","N","Y","37.3264916","-121.7980023"
"MLS Listing","","Single Family Residential","7289 Forsum Rd","SAN JOSE","CA","95138","899000","4","3.0","SAN JOSE","1827","4474","1992","7","492","","Active","","","http://www.redfin.com/CA/San-Jose/7289-Forsum-Rd-95138/home/844224","MLSListings","ML81674835","N","Y","37.2347408","-121.76336"
"MLS Listing","","Condo/Co-op","443 Alberto Way Unit B215","LOS GATOS","CA","95032","599995","2","2.0","LOS GATOS","1076","","1978","7","558","475","Active","","","http://www.redfin.com/CA/Los-Gatos/443-Alberto-Way-95032/unit-B215/home/586935","MLSListings","ML81674828","N","Y","37.228447","-121.972814"
"MLS Listing","","Single Family Residential","5048 Corte Verde Dr","SAN JOSE","CA","95111","799000","3","2.0","SAN JOSE","1531","6160","1978","8","522","","Active","","","http://www.redfin.com/CA/San-Jose/Corte-Verde-Dr-95111/home/1188723","MLSListings","ML81674810","N","Y","37.2679363","-121.8158661"
"MLS Listing","","Single Family Residential","983 Arapaho Dr","GILROY","CA","95020","548888","2","2.0","GILROY","920","4000","1997","8","597","","Active","","","http://www.redfin.com/CA/Gilroy/983-Arapaho-Dr-95020/home/1210179","MLSListings","ML81674197","N","Y","37.0302748","-121.5997296"
"MLS Listing","","Townhouse","891 Beaver Creek Way","SAN JOSE","CA","95133","629000","3","1.5","SAN JOSE","1342","1540","1972","9","469","300","Active","August-29-2017 11:00 AM","August-29-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/891-Beaver-Creek-Way-95133/home/1474165","MLSListings","ML81674743","N","Y","37.3777483","-121.8601582"
"New Construction Plan","","Single Family Residential","Plan 2","Morgan Hill","CA","95037","667187","3","2.5","Monterey Parque","1817","","","","367","","Active","","","http://www.redfin.com/CA/Morgan-Hill/Monterey-Parque/Plan-2/home/142961128","NewHomeSource.com","Plan-21414368","N","Y","37.137215","-121.660196"
"MLS Listing","","Condo/Co-op","1101 S Main St #410","MILPITAS","CA","95035","599888","2","2.0","MILPITAS","977","435","2007","10","614","470","Active","","","http://www.redfin.com/CA/Milpitas/1101-S-Main-St-95035/unit-410/home/17291448","MLSListings","ML81674714","N","Y","37.413869","-121.9029015"
"MLS Listing","","Single Family Residential","1445 Blackwing Way","GILROY","CA","95020","745900","3","2.0","GILROY","2169","6300","1989","10","344","","Active","","","http://www.redfin.com/CA/Gilroy/1445-Blackwing-Way-95020/home/778177","MLSListings","ML81674267","N","Y","37.0291107","-121.6081557"
"MLS Listing","","Townhouse","313 Vista Roma Way","SAN JOSE","CA","95136","730000","3","2.5","SAN JOSE","1674","3032","2004","10","436","319","Active","","","http://www.redfin.com/CA/San-Jose/313-Vista-Roma-Way-95136/home/1525770","MLSListings","ML81674702","N","Y","37.2758146","-121.8474328"
"MLS Listing","","Single Family Residential","3395 Oakwood Ct","MORGAN HILL","CA","95037","875000","4","3.0","MORGAN HILL","2332","19750","1977","10","375","33","Active","","","http://www.redfin.com/CA/Morgan-Hill/3395-Oakwood-Ct-95037/home/866778","MLSListings","ML81674690","N","Y","37.1376029","-121.5900114"
"MLS Listing","","Condo/Co-op","126 Nogal Ln","MORGAN HILL","CA","95037","669990","3","2.0","MORGAN HILL","1521","","2017","10","440","191","Active","","","http://www.redfin.com/CA/MORGAN-HILL/126-NOGAL-LN-95037/home/143044009","MLSListings","ML81674686","N","Y","37.1305012","-121.6543901"
"MLS Listing","","Townhouse","2843 Lavender Ter","SAN JOSE","CA","95111","625000","2","2.5","SAN JOSE","1405","1100","2008","10","445","233","Active","","","http://www.redfin.com/CA/San-Jose/2843-Lavender-Ter-95111/home/23043689","MLSListings","ML81674675","N","Y","37.2939016","-121.8443576"
"MLS Listing","","Single Family Residential","15190 Rosemar Ave","SAN JOSE","CA","95127","849000","3","2.0","SAN JOSE","1800","10500","1957","10","472","","Active","","","http://www.redfin.com/CA/San-Jose/15190-Rosemar-Ave-95127/home/948732","MLSListings","ML81674665","N","Y","37.3691246","-121.8053461"
"MLS Listing","","Single Family Residential","1418 CLIFFWOOD Dr","SAN JOSE","CA","95122","579000","3","1.0","SAN JOSE","960","5000","1959","10","603","","Active","","","http://www.redfin.com/CA/San-Jose/1418-Cliffwood-Dr-95122/home/1059153","MLSListings","ML81674637","N","Y","37.3370563","-121.8365366"
"MLS Listing","","Single Family Residential","1205 Hillsdale Ave","SAN JOSE","CA","95118","798888","3","2.0","SAN JOSE","1176","5900","1956","10","679","","Active","","","http://www.redfin.com/CA/San-Jose/1205-Hillsdale-Ave-95118/home/1473363","MLSListings","ML81673997","N","Y","37.2748759","-121.8815386"
"MLS Listing","","Single Family Residential","2740 Gay Ave","SAN JOSE","CA","95127","699888","2","1.0","SAN JOSE","918","7750","1954","10","762","","Active","","","http://www.redfin.com/CA/San-Jose/2740-Gay-Ave-95127/home/1418616","MLSListings","ML81674614","N","Y","37.366969","-121.8388429"
"MLS Listing","","Single Family Residential","1061 Palm St","SAN JOSE","CA","95110","680000","2","1.0","SAN JOSE","840","4720","1910","10","810","","Active","","","http://www.redfin.com/CA/San-Jose/1061-Palm-St-95110/home/1624018","MLSListings","ML81674602","N","Y","37.316462","-121.884635"
"MLS Listing","","Condo/Co-op","2637 Villa Cortona Way","SAN JOSE","CA","95125","759000","3","2.5","SAN JOSE","1622","1030","2005","10","468","321","Active","","","http://www.redfin.com/CA/San-Jose/2637-Villa-Cortona-Way-95125/home/12178138","MLSListings","ML81674594","N","Y","37.2876822","-121.8722403"
"New Construction Plan","","Single Family Residential","Plan 4","Morgan Hill","CA","95037","897692","4","3.5","Monterey Parque","2440","","","","368","","Active","","","http://www.redfin.com/CA/Morgan-Hill/Monterey-Parque/Plan-4/home/143079303","NewHomeSource.com","Plan-21411777","N","Y","37.137044","-121.660185"
"MLS Listing","","Single Family Residential","24 Maro Dr","SAN JOSE","CA","95127","775000","3","2.0","SAN JOSE","2627","7668","1920","10","295","","Active","","","http://www.redfin.com/CA/San-Jose/24-Maro-Dr-95127/home/1719089","MLSListings","ML81674567","N","Y","37.3720456","-121.8244081"
"MLS Listing","","Single Family Residential","1811 Everglade Ave","SAN JOSE","CA","95122","529950","3","1.0","SAN JOSE","960","5150","1959","11","552","","Active","","","http://www.redfin.com/CA/San-Jose/1811-Everglade-Ave-95122/home/1266655","MLSListings","ML81674533","N","Y","37.3382564","-121.8377942"
"MLS Listing","","Single Family Residential","5696 Venado Ct","SAN JOSE","CA","95123","858000","4","2.5","SAN JOSE","2186","9750","1966","11","392","","Active","September-2-2017 01:00 PM","September-2-2017 04:00 PM","http://www.redfin.com/CA/San-Jose/5696-Venado-Ct-95123/home/1490272","MLSListings","ML81674511","N","Y","37.2501306","-121.8107122"
